age,policy_tenure,policy_amount,claim_amount,claim_ratio,past_claims,incident_hour,days_to_report,witness_present,police_report,linked_claims,is_fraud
19,10,200000,15190.12,0.08,1,21,3.3,1,0,0,0
30,28,25000,10282.49,0.41,0,22,0.1,0,0,0,0
37,29,50000,23598.54,0.47,0,18,2.7,1,1,0,0
66,21,25000,29218.55,1.17,0,7,1.6,1,1,0,0
60,24,200000,4282.09,0.02,0,1,1.6,1,0,0,0
24,21,25000,30793.28,1.23,1,23,5.6,1,0,0,0
20,6,200000,11532.81,0.06,0,22,1.1,1,1,0,0
21,16,100000,5877.56,0.06,0,0,2.1,0,0,0,0
37,14,200000,7058.38,0.04,2,11,4.1,1,0,0,0
23,5,50000,2090.81,0.04,0,13,0.1,1,0,0,0
19,6,25000,8885.01,0.36,1,21,0.1,0,0,5,0
79,17,10000,1325.54,0.13,0,9,3.0,1,0,0,0
47,8,50000,6122.85,0.12,0,8,1.1,1,0,0,0
66,23,200000,14196.98,0.07,0,5,2.5,1,1,0,0
28,4,200000,9423.76,0.05,1,12,2.7,0,1,0,0
70,14,200000,3826.96,0.02,1,12,4.4,0,1,0,0
35,6,200000,7278.35,0.04,1,8,0.3,1,0,0,0
19,23,25000,14316.94,0.57,0,5,0.8,1,1,0,0
60,19,10000,25992.35,2.6,0,18,0.8,1,0,0,0
65,15,100000,10468.21,0.1,1,0,0.8,1,1,0,0
76,14,100000,22804.16,0.23,1,6,0.4,1,0,0,0
67,27,10000,19943.3,1.99,1,7,0.8,1,1,0,0
21,16,25000,55383.5,2.22,0,20,7.0,1,0,0,0
64,22,10000,8247.14,0.82,0,15,1.5,1,1,0,0
47,3,25000,3481.03,0.14,0,21,1.8,1,1,0,0
43,2,200000,16499.14,0.08,1,5,4.0,1,0,0,0
20,18,200000,30731.02,0.15,1,22,0.1,1,0,0,0
35,9,25000,43984.01,1.76,1,3,1.3,1,1,0,0
77,16,50000,14120.1,0.28,2,21,5.4,1,1,0,0
20,9,10000,10694.63,1.07,0,23,0.5,1,1,0,0
31,9,10000,31556.92,3.16,1,18,1.0,0,1,0,0
78,13,10000,4782.76,0.48,0,19,1.4,1,0,0,0
76,5,50000,12838.95,0.26,1,16,1.6,1,0,0,0
79,20,50000,44161.67,0.88,1,2,0.1,1,1,0,0
49,9,50000,12735.76,0.25,1,18,1.2,1,1,0,0
51,29,25000,11493.74,0.46,1,9,1.4,1,1,0,0
25,10,50000,12218.12,0.24,0,15,4.8,1,1,0,0
50,19,25000,6832.6,0.27,0,5,4.7,1,0,0,0
30,24,10000,3516.52,0.35,2,20,0.9,1,0,0,0
68,14,50000,4105.1,0.08,1,22,2.0,0,0,0,0
74,17,200000,41505.65,0.21,0,18,3.2,1,0,0,0
49,6,100000,2860.13,0.03,0,6,0.3,1,0,0,0
77,16,200000,69883.27,0.35,0,16,1.6,1,1,0,0
43,29,25000,4072.08,0.16,1,2,0.5,1,0,0,0
78,11,25000,9481.52,0.38,0,18,0.7,1,0,0,0
54,14,200000,5755.14,0.03,0,13,0.4,1,0,0,0
79,17,25000,2627.72,0.11,1,1,0.7,1,1,0,0
50,7,100000,7003.38,0.07,0,1,0.8,1,1,0,0
33,15,200000,7951.28,0.04,0,5,1.9,1,0,0,0
49,7,200000,28103.1,0.14,1,5,3.6,1,0,0,0
72,9,10000,7211.42,0.72,0,18,0.3,0,1,0,0
31,26,10000,3140.91,0.31,1,4,0.1,1,0,9,0
49,16,10000,8597.04,0.86,0,15,0.2,1,1,0,0
33,22,200000,32025.6,0.16,1,11,0.6,1,1,0,0
45,15,25000,14215.27,0.57,4,13,0.0,0,0,0,0
26,1,50000,7772.21,0.16,0,1,0.8,1,1,0,0
37,22,100000,31370.15,0.31,0,20,2.0,1,1,0,0
59,17,200000,8105.56,0.04,2,15,0.9,1,0,0,0
60,24,50000,10160.13,0.2,0,14,2.5,1,0,0,0
18,21,10000,1531.21,0.15,1,16,0.1,0,1,0,0
78,26,10000,8615.38,0.86,2,3,4.6,1,0,0,0
79,25,10000,1035.42,0.1,1,0,1.1,0,1,0,0
20,20,25000,3260.33,0.13,0,12,0.8,1,1,0,0
45,12,50000,1719.86,0.03,1,11,0.1,1,0,0,0
49,8,50000,17870.39,0.36,0,14,0.5,1,1,0,0
57,25,10000,12938.49,1.29,0,15,2.0,1,0,0,0
35,2,10000,4383.35,0.44,2,7,0.8,0,1,0,0
26,21,200000,20831.77,0.1,1,4,0.2,1,0,0,0
18,15,50000,4336.55,0.09,0,9,2.1,0,0,0,0
28,29,25000,6125.16,0.25,1,6,0.0,1,0,0,0
46,22,200000,4124.48,0.02,0,4,0.7,1,0,0,0
54,10,200000,7099.0,0.04,0,11,1.6,1,0,0,0
21,22,25000,5893.45,0.24,0,2,1.4,0,0,0,0
56,13,50000,16768.87,0.34,1,0,1.7,1,0,0,0
47,23,200000,3258.02,0.02,1,17,1.1,1,0,0,0
77,1,50000,11627.23,0.23,0,21,2.5,1,0,0,0
33,25,50000,18529.15,0.37,0,5,2.5,1,0,0,0
57,14,25000,7871.16,0.31,0,17,1.4,1,0,0,0
79,23,200000,4963.62,0.02,0,9,0.6,1,0,0,0
34,12,10000,17089.75,1.71,1,11,0.3,1,0,0,0
46,28,200000,11280.41,0.06,2,5,2.0,1,0,0,0
47,19,50000,9807.08,0.2,0,7,0.5,1,1,0,0
63,20,100000,44073.18,0.44,1,4,0.7,1,0,0,0
67,15,25000,14044.14,0.56,1,6,1.7,1,0,0,0
21,15,10000,9590.25,0.96,1,10,1.2,1,1,0,0
67,12,100000,3518.16,0.04,0,3,1.5,0,1,0,0
57,1,10000,7290.67,0.73,1,6,0.8,1,1,0,0
64,7,100000,3805.86,0.04,0,14,2.1,0,0,0,0
44,22,25000,24720.45,0.99,0,23,2.0,1,0,0,0
20,25,25000,2595.88,0.1,0,8,4.6,1,0,0,0
62,15,200000,21532.9,0.11,0,14,0.5,1,0,0,0
49,2,25000,2176.19,0.09,0,12,0.4,1,0,0,0
39,23,25000,19381.49,0.78,0,9,0.4,1,0,0,0
51,29,10000,13281.61,1.33,0,22,0.2,1,0,0,0
23,18,50000,16026.22,0.32,0,21,1.2,0,1,0,0
20,19,25000,24143.33,0.97,0,12,3.6,1,0,0,0
64,23,10000,7450.89,0.75,1,22,1.1,1,0,0,0
41,17,25000,7861.93,0.31,0,13,9.7,1,0,0,0
46,13,200000,3460.87,0.02,1,14,5.0,1,1,0,0
53,14,10000,9501.12,0.95,0,9,0.1,1,0,0,0
46,5,50000,13589.16,0.27,0,22,0.4,1,0,0,0
39,11,200000,19121.17,0.1,0,17,2.9,1,1,0,0
19,29,200000,5238.97,0.03,0,4,0.6,1,1,0,0
18,15,10000,19974.8,2.0,0,0,0.2,1,0,3,0
47,15,50000,29338.48,0.59,0,10,0.9,1,0,0,0
43,6,25000,2646.09,0.11,0,13,3.0,1,0,0,0
56,11,100000,2993.98,0.03,0,6,3.3,1,0,0,0
46,1,10000,9843.9,0.98,0,1,2.1,0,1,0,0
18,21,25000,3670.26,0.15,2,10,1.1,0,0,0,0
42,10,100000,43061.87,0.43,0,7,3.4,1,1,0,0
67,22,50000,7782.78,0.16,0,23,3.2,1,0,0,0
35,23,25000,7851.38,0.31,0,5,0.2,1,1,0,0
44,7,10000,15422.11,1.54,0,7,0.4,1,1,0,0
61,5,200000,6756.88,0.03,0,8,0.4,1,1,0,0
56,18,10000,9157.63,0.92,1,7,1.5,1,1,0,0
42,25,25000,17723.63,0.71,3,0,1.8,1,0,4,0
60,10,25000,5919.4,0.24,2,16,1.0,1,0,0,0
27,21,10000,16853.7,1.69,1,3,2.4,1,1,0,0
19,5,100000,15735.82,0.16,0,18,0.8,0,0,0,0
61,1,50000,4603.56,0.09,0,5,2.7,0,1,0,0
65,29,200000,11005.69,0.06,0,18,4.6,1,0,4,0
72,21,25000,9718.15,0.39,0,23,4.6,1,1,0,0
78,5,50000,16049.25,0.32,0,17,6.8,1,1,0,0
31,24,200000,7867.71,0.04,0,7,0.2,1,0,0,0
24,10,50000,2358.26,0.05,0,19,0.5,1,0,0,0
44,1,50000,7459.95,0.15,1,3,1.4,1,0,0,0
27,10,25000,15279.28,0.61,0,18,0.5,1,0,0,0
44,4,25000,2287.82,0.09,0,9,1.2,1,0,0,0
42,27,25000,9046.27,0.36,0,7,0.2,1,0,0,0
71,28,25000,2603.16,0.1,1,11,0.3,1,0,0,0
75,17,100000,13107.55,0.13,0,8,1.1,0,1,0,0
68,15,200000,17617.57,0.09,0,8,4.5,1,0,0,0
74,20,10000,70710.39,7.07,0,10,7.5,1,1,0,0
22,21,200000,7060.26,0.04,0,4,1.3,0,0,0,0
44,24,50000,4302.96,0.09,0,20,0.3,1,1,0,0
75,27,100000,19269.22,0.19,0,17,6.4,1,0,0,0
29,18,25000,19443.76,0.78,1,5,1.0,1,0,0,0
42,2,10000,6681.41,0.67,2,16,0.0,1,0,1,0
28,16,10000,17370.19,1.74,0,5,0.3,1,0,0,0
71,10,200000,4539.9,0.02,0,20,1.5,0,0,0,0
75,17,10000,6139.3,0.61,0,1,0.1,1,0,0,0
23,7,50000,7973.69,0.16,1,9,0.9,1,0,0,0
55,10,100000,4955.56,0.05,1,3,1.8,1,1,0,0
28,10,200000,16168.81,0.08,0,19,5.0,1,1,0,0
78,28,200000,14503.79,0.07,0,1,0.2,1,0,0,0
30,9,25000,13868.71,0.55,0,1,0.2,1,0,0,0
68,12,10000,8709.82,0.87,1,11,2.0,1,1,0,0
74,9,200000,21887.48,0.11,0,12,0.2,1,0,0,0
76,26,25000,1375.6,0.06,1,7,1.5,1,0,0,0
79,5,25000,29495.64,1.18,0,22,5.9,0,0,0,0
61,1,25000,1982.39,0.08,0,14,2.8,1,0,0,0
20,25,10000,11126.9,1.11,1,23,0.4,1,0,0,0
73,20,100000,5166.12,0.05,0,18,0.3,1,0,0,0
29,6,100000,13457.61,0.13,0,14,1.3,0,0,0,0
52,9,10000,15632.61,1.3,0,18,11.2,1,0,4,1
75,22,200000,4567.89,0.02,0,19,0.5,1,0,0,0
55,6,10000,4370.01,0.44,0,12,0.7,1,0,9,0
73,9,50000,6803.99,0.14,1,23,2.1,1,0,0,0
44,21,100000,5140.94,0.05,0,20,0.4,0,0,0,0
24,22,200000,24024.23,0.12,0,22,0.9,1,1,0,0
19,4,10000,12237.42,1.22,1,15,1.0,1,1,0,0
45,25,200000,11809.46,0.06,0,11,2.2,1,1,8,0
53,1,25000,5585.89,0.22,2,15,0.4,1,1,0,0
38,6,100000,1958.33,0.02,0,9,6.7,0,0,0,0
25,20,10000,5732.05,0.57,1,19,0.1,1,1,0,0
69,22,200000,30657.7,0.15,0,7,2.2,0,1,0,0
39,20,25000,701.0,0.03,1,15,0.6,1,0,0,0
36,14,25000,7346.9,0.29,1,6,1.6,0,0,0,0
19,23,200000,821.56,0.0,0,6,1.0,0,0,0,0
39,23,100000,6862.66,0.07,0,22,3.9,1,1,0,0
19,5,200000,12774.72,0.06,0,20,0.1,1,0,0,0
78,27,50000,12412.24,0.25,2,22,0.2,1,1,0,0
78,12,50000,12203.59,0.24,0,15,0.5,1,1,0,0
39,20,50000,26260.32,0.53,1,20,4.7,0,0,0,0
25,11,200000,10695.24,0.05,1,19,0.8,1,1,0,0
72,3,25000,11266.91,0.45,0,14,2.0,1,0,0,0
69,26,100000,9416.48,0.09,0,5,3.2,0,0,0,0
50,22,50000,33798.42,0.68,0,0,0.2,0,1,0,0
26,13,200000,2233.43,0.01,0,23,1.8,1,0,0,0
73,4,100000,22329.88,0.22,0,6,2.4,1,1,0,0
36,20,25000,54414.45,2.18,0,16,1.3,0,0,0,0
66,17,25000,97530.5,3.9,0,15,8.5,1,0,0,0
31,12,100000,4794.02,0.05,2,19,0.6,1,0,0,0
45,6,50000,3057.29,0.06,0,23,1.9,1,1,0,0
64,2,100000,16150.06,0.16,1,6,1.2,1,1,0,0
26,21,100000,8821.72,0.09,1,8,1.9,1,1,0,0
50,29,50000,4274.7,0.09,1,14,4.1,1,1,0,0
72,16,25000,18497.1,0.74,1,22,1.4,1,1,0,0
51,15,50000,6948.47,0.14,0,9,1.5,1,1,0,0
39,29,200000,4618.31,0.02,0,4,3.2,1,1,0,0
73,28,50000,15092.22,0.3,0,6,0.1,1,0,0,0
52,17,200000,1327.46,0.01,0,17,1.0,1,0,0,0
34,28,100000,3373.1,0.03,1,21,5.8,1,0,0,0
74,14,100000,14943.29,0.15,0,0,1.9,0,0,0,0
20,29,10000,7500.44,0.75,0,20,4.6,1,0,0,0
79,6,200000,3568.24,0.02,0,17,0.5,1,0,0,0
19,7,200000,5661.48,0.03,0,11,1.4,1,0,0,0
23,2,10000,5132.58,0.51,1,18,0.1,1,0,0,0
64,27,25000,8525.69,0.34,0,0,4.4,0,1,0,0
27,7,10000,15399.45,1.54,0,3,0.8,1,1,0,0
75,18,200000,1026.71,0.01,1,23,4.5,1,0,0,0
75,4,10000,44213.09,4.42,2,6,0.0,1,0,0,0
67,28,50000,2732.78,0.05,1,6,2.1,1,0,0,0
56,28,10000,49685.27,4.97,1,16,0.4,0,1,0,0
34,23,200000,5704.28,0.03,0,22,0.6,0,0,0,0
48,14,100000,23259.06,0.23,1,7,0.9,1,0,0,0
76,1,200000,8741.12,0.04,0,19,5.3,0,1,0,0
64,6,50000,62657.16,1.25,0,13,0.7,0,1,0,0
67,18,100000,4404.69,0.04,1,15,0.1,0,1,0,0
32,29,100000,9094.6,0.09,2,15,3.4,0,0,0,0
25,22,25000,1366.93,0.05,0,20,1.2,1,0,0,0
27,23,25000,17955.25,0.72,0,3,0.2,0,1,0,0
79,23,25000,9479.59,0.38,0,10,2.6,1,0,0,0
66,14,25000,13623.13,0.54,0,15,2.0,0,0,0,0
59,18,200000,1022.65,0.01,0,9,2.7,1,1,0,0
75,4,200000,7651.22,0.04,0,23,1.1,1,1,0,0
65,1,200000,4420.16,0.02,0,16,0.1,0,0,0,0
29,10,50000,2644.43,0.05,0,2,2.7,1,0,0,0
33,26,10000,27441.04,2.74,0,3,2.2,1,0,0,0
55,15,25000,19186.59,0.77,2,5,3.8,1,0,0,0
61,12,10000,4664.86,0.47,0,8,7.0,1,0,0,0
69,4,25000,14870.15,0.59,2,11,3.6,1,0,0,0
36,7,50000,5475.54,0.11,0,4,2.7,1,0,0,0
37,15,25000,5750.46,0.23,1,13,1.8,1,0,0,0
52,9,50000,12532.13,0.25,1,15,2.0,1,0,0,0
52,8,10000,20723.22,2.07,0,8,0.9,1,0,0,0
56,27,100000,1251.4,0.01,1,10,1.3,1,0,3,0
47,18,100000,7865.1,0.08,0,0,3.2,1,0,0,0
18,5,100000,6492.06,0.06,0,17,1.2,0,0,0,0
30,7,10000,9704.9,0.97,0,22,3.2,1,0,0,0
33,29,50000,11597.92,0.23,0,8,4.6,1,0,0,0
34,2,200000,1042.58,0.01,0,9,4.4,1,0,0,0
59,21,50000,1305.51,0.03,2,22,0.9,1,1,0,0
65,6,100000,5403.51,0.05,1,9,0.1,1,0,0,0
20,9,100000,1734.79,0.02,0,0,0.9,1,0,0,0
68,9,10000,21492.79,2.15,2,6,0.2,1,0,0,0
38,8,200000,25761.83,0.13,0,10,0.0,1,0,0,0
67,21,25000,10541.79,0.42,1,2,4.0,0,0,0,0
18,13,100000,30444.3,0.3,0,14,3.9,1,0,0,0
44,16,100000,4862.99,0.05,0,9,0.6,1,0,0,0
34,12,50000,11364.4,0.23,1,3,1.4,1,1,0,0
56,24,200000,17819.21,0.09,0,22,1.9,1,0,0,0
67,25,50000,5435.44,0.11,0,18,1.4,1,0,0,0
53,21,100000,40197.05,0.4,2,15,1.0,1,0,0,0
27,11,100000,13625.98,0.14,0,4,0.0,1,0,1,0
77,9,50000,2334.7,0.05,1,4,0.0,0,0,0,0
28,14,100000,10929.18,0.11,1,14,2.5,1,1,0,0
54,23,25000,14664.83,0.59,2,22,2.4,1,0,0,0
70,24,100000,3845.34,0.04,0,2,0.9,1,1,0,0
42,16,25000,8291.03,0.33,0,15,0.1,1,0,0,0
61,11,100000,27388.09,0.27,1,14,1.5,1,0,0,0
35,12,100000,2274.33,0.02,1,22,0.5,1,0,0,0
56,2,25000,1509.4,0.06,0,3,1.3,0,1,0,0
75,12,200000,1207.4,0.01,0,13,2.4,1,0,0,0
75,14,25000,3186.37,0.13,0,3,0.6,1,0,0,0
62,11,100000,25965.16,0.26,2,14,2.5,1,0,0,0
30,16,10000,8190.53,0.82,0,14,0.6,1,0,0,0
28,15,50000,1556.42,0.03,0,9,3.3,0,0,0,0
79,19,100000,3135.27,0.03,1,3,0.4,1,1,0,0
18,5,200000,2394.35,0.01,0,23,0.2,1,0,0,0
71,9,200000,14027.61,0.07,0,22,2.1,1,1,0,0
40,11,50000,22829.96,0.46,0,13,4.5,1,0,0,0
39,5,50000,36552.93,0.73,0,1,1.0,1,0,0,0
66,2,100000,8438.51,0.08,0,11,1.6,1,1,0,0
34,14,100000,6418.7,0.06,1,6,1.3,1,1,0,0
79,7,100000,3591.93,0.04,0,5,0.9,0,1,0,0
77,21,100000,32349.43,0.32,1,18,0.0,1,0,0,0
79,26,25000,30770.99,1.23,0,18,2.8,1,1,0,0
68,6,25000,54934.41,2.2,1,2,0.8,1,0,0,0
22,8,200000,78246.49,0.39,0,12,1.7,1,0,0,0
39,24,25000,13974.76,0.56,0,12,4.3,0,1,0,0
19,23,25000,13062.92,0.52,0,10,0.6,1,0,0,0
55,17,100000,7274.78,0.07,0,3,4.7,0,0,0,0
23,29,50000,8224.58,0.16,2,0,1.5,1,1,0,0
58,24,25000,2587.98,0.1,1,23,0.5,0,0,0,0
79,6,25000,38812.05,1.55,0,10,2.1,1,0,0,0
39,26,10000,13878.34,1.39,1,0,3.1,0,0,0,0
67,5,50000,1704.97,0.03,0,14,12.2,0,1,0,0
66,25,10000,19677.31,1.97,1,6,0.4,0,0,0,0
18,14,50000,28465.58,0.57,0,1,0.4,1,0,0,0
75,9,25000,8370.1,0.33,0,7,1.6,1,0,0,0
39,2,200000,15722.22,0.08,0,6,3.4,1,1,0,0
73,27,10000,27806.42,2.78,0,12,3.3,1,0,0,0
42,6,50000,28595.14,0.57,0,6,1.5,1,0,0,0
23,2,10000,25755.87,2.58,0,23,1.9,1,0,0,0
22,18,50000,3827.27,0.08,2,19,1.7,1,1,0,0
59,22,50000,26890.76,0.54,1,11,0.6,1,1,0,0
48,8,50000,18879.72,0.38,0,18,3.9,1,0,0,0
18,12,100000,18237.54,0.18,0,7,0.6,1,0,0,0
59,4,200000,13892.28,0.07,0,6,1.1,1,1,0,0
62,23,200000,11814.64,0.06,1,3,4.7,0,0,0,0
55,7,200000,13551.68,0.07,0,7,0.3,1,0,0,0
76,18,25000,2831.85,0.11,0,21,0.5,1,1,0,0
26,6,10000,6958.85,0.7,1,15,2.0,1,1,0,0
47,27,100000,6211.33,0.06,2,13,0.4,1,1,0,0
79,8,10000,21580.76,2.16,0,20,2.4,1,0,0,0
57,6,100000,26914.94,0.27,0,2,1.1,0,0,0,0
39,20,100000,15466.77,0.15,2,16,0.3,1,0,0,0
63,11,25000,16738.36,0.67,0,18,3.0,0,0,0,0
78,21,50000,2417.37,0.05,2,6,3.6,1,1,0,0
23,4,25000,30857.29,1.23,2,10,3.3,1,0,0,0
25,11,200000,3480.36,0.02,0,7,3.5,1,0,0,0
79,5,100000,5223.3,0.05,0,17,1.0,1,0,0,0
65,27,10000,31790.16,3.18,2,20,2.0,0,0,0,0
70,1,200000,1173.86,0.01,0,6,1.7,1,1,6,0
23,1,200000,14479.81,0.07,0,4,3.5,1,0,0,0
32,27,10000,4458.36,0.45,2,8,2.0,1,0,0,0
64,16,10000,1871.25,0.19,0,21,0.5,1,0,0,0
74,18,25000,11673.97,0.47,2,4,1.1,1,1,0,0
73,27,10000,9168.77,0.92,0,2,0.1,1,1,0,0
68,23,200000,5206.25,0.03,1,21,2.0,1,0,0,0
23,2,200000,4822.15,0.02,1,3,2.1,1,0,0,0
51,29,100000,8753.44,0.09,0,14,4.6,1,1,0,0
42,20,25000,6386.59,0.26,1,23,2.1,1,0,0,0
69,5,50000,12934.21,0.26,0,13,0.1,0,0,0,0
36,26,10000,7967.05,0.8,0,7,1.5,1,1,8,0
28,24,50000,20413.1,0.41,0,20,0.1,1,0,2,0
51,26,200000,4696.23,0.02,0,21,6.0,1,0,0,0
43,7,25000,12825.0,0.51,1,15,3.9,1,0,0,0
31,25,25000,15308.75,0.61,0,9,1.5,1,0,0,0
43,6,10000,6097.74,0.61,0,18,1.4,1,0,0,0
37,19,10000,2582.44,0.26,1,2,0.4,1,0,0,0
66,7,100000,1717.53,0.02,0,18,4.4,1,1,0,0
79,13,200000,29822.63,0.15,1,15,0.6,0,0,0,0
45,25,50000,4673.42,0.09,0,23,2.1,1,1,0,0
38,4,10000,18833.33,1.88,1,3,0.8,1,1,0,0
60,3,25000,4245.57,0.17,1,17,0.1,1,0,0,0
46,1,100000,8586.81,0.09,0,12,0.3,1,0,0,0
23,6,50000,9769.54,0.2,0,15,3.6,0,0,0,0
51,10,100000,7201.6,0.07,0,13,1.4,1,0,0,0
49,19,50000,8446.59,0.17,0,19,0.8,1,0,0,0
22,25,200000,4934.47,0.02,1,3,0.9,1,0,5,0
65,16,50000,6272.72,0.13,1,17,14.8,1,0,0,0
57,20,100000,5005.89,0.05,0,2,0.3,1,0,0,0
58,6,100000,11097.93,0.11,1,0,4.7,1,1,0,0
42,21,10000,9430.21,0.94,0,23,0.0,1,1,0,0
66,27,100000,2945.44,0.03,0,5,0.5,1,0,0,0
72,13,25000,1821.04,0.07,0,13,0.8,1,0,0,0
59,27,100000,9345.97,0.09,1,12,2.7,1,0,0,0
69,10,10000,20890.12,2.09,1,16,6.2,1,0,0,0
27,20,10000,4925.76,0.49,2,4,4.2,1,0,0,0
69,11,10000,14105.16,1.41,1,20,0.2,1,0,0,0
66,13,200000,5711.53,0.03,0,22,3.1,1,1,0,0
64,14,50000,23186.92,0.46,2,8,0.8,1,0,0,0
79,11,10000,6463.43,0.65,1,10,1.2,1,0,7,0
49,14,200000,11090.6,0.06,0,2,2.5,1,0,0,0
19,9,25000,11330.58,0.45,1,13,3.0,1,0,0,0
18,20,50000,30757.58,0.62,0,6,0.8,0,0,0,0
23,23,100000,877.75,0.01,2,7,3.0,1,0,2,0
64,13,100000,1034.61,0.01,1,7,0.8,1,1,0,0
72,21,200000,18527.13,0.09,0,17,3.5,0,0,0,0
54,17,10000,3562.44,0.36,0,8,1.4,1,0,0,0
72,7,200000,2079.95,0.01,0,15,0.4,1,0,0,0
46,6,25000,2849.51,0.11,0,13,0.2,1,1,0,0
45,7,25000,5359.35,0.21,0,4,0.7,1,0,0,0
55,16,25000,24752.53,0.99,0,22,3.1,0,0,0,0
67,26,25000,4473.28,0.18,1,21,2.7,1,1,0,0
35,19,10000,1393.09,0.14,0,2,2.5,1,1,0,0
63,7,100000,17606.14,0.18,2,19,0.6,1,1,0,0
52,23,50000,26061.97,0.52,1,3,0.2,0,0,0,0
25,1,50000,2958.17,0.06,1,20,0.3,1,0,0,0
39,23,25000,6631.23,0.27,0,8,0.4,1,0,0,0
61,18,200000,21104.95,0.11,0,14,1.6,1,1,0,0
21,17,10000,33181.4,3.32,0,21,1.8,1,1,0,0
56,24,25000,3604.52,0.14,0,2,0.5,1,0,0,0
77,9,50000,6548.66,0.13,0,14,1.5,1,0,0,0
34,25,200000,3633.07,0.02,0,18,1.0,1,0,1,0
76,7,200000,2745.67,0.01,0,10,7.3,1,0,0,0
21,7,50000,20482.64,0.41,1,18,3.3,0,0,0,0
45,10,10000,6579.47,0.66,0,7,0.3,1,0,0,0
46,15,25000,4445.13,0.18,2,19,1.1,1,1,0,0
51,9,25000,1946.82,0.08,0,11,8.7,1,0,0,0
40,19,25000,2247.98,0.09,1,17,2.0,1,0,0,0
30,6,200000,12472.25,0.06,1,11,1.4,1,0,0,0
28,16,50000,2012.37,0.04,0,2,0.4,1,0,0,0
72,22,50000,4467.17,0.09,2,19,2.9,0,0,0,0
34,20,10000,14078.12,1.41,0,12,0.2,1,1,0,0
35,21,200000,6093.82,0.03,0,2,1.4,1,0,0,0
19,27,50000,17370.19,0.35,2,18,0.3,1,1,0,0
54,25,25000,38636.04,1.55,0,12,0.4,1,0,0,0
28,16,10000,3140.58,0.31,1,3,0.6,1,0,0,0
59,28,50000,18635.78,0.37,0,22,1.9,1,0,0,0
68,8,25000,61355.96,2.45,0,14,1.5,0,0,0,0
49,14,10000,669.01,0.07,0,0,0.8,0,0,0,0
48,29,200000,3382.76,0.02,0,6,1.8,1,1,0,0
59,6,25000,3978.85,0.16,1,13,2.1,1,0,0,0
54,3,25000,16721.03,0.67,0,8,1.0,1,1,1,0
37,2,10000,20545.17,2.05,2,5,3.2,1,0,0,0
21,26,25000,8141.39,0.33,1,5,2.8,1,1,0,0
35,4,10000,8313.61,0.83,0,20,0.1,1,0,0,0
72,29,100000,3454.36,0.03,0,9,1.0,1,0,0,0
34,7,100000,1158.58,0.01,0,19,1.3,1,0,0,0
58,3,25000,6101.09,0.24,0,14,0.9,1,0,0,0
53,8,100000,13165.75,0.13,0,11,2.3,1,0,0,0
61,17,50000,4208.84,0.08,0,11,0.3,0,0,0,0
43,24,100000,67882.71,0.68,3,13,1.2,1,1,0,0
31,20,200000,2101.3,0.01,0,14,3.7,0,0,0,0
41,25,10000,2629.31,0.26,0,3,3.9,0,0,0,0
76,11,50000,2806.86,0.06,0,4,2.0,1,0,0,0
28,28,200000,3136.58,0.02,0,15,3.1,1,0,0,0
67,17,50000,4020.48,0.08,0,2,0.4,1,1,0,0
65,11,25000,13877.7,0.56,0,9,1.2,0,0,0,0
65,12,100000,31907.88,0.32,0,2,0.3,1,0,0,0
71,28,50000,1474.64,0.03,0,0,0.5,1,0,8,0
22,27,10000,9446.23,0.94,0,8,3.7,0,1,0,0
58,9,50000,2657.27,0.05,1,9,0.7,1,0,0,0
67,26,50000,13075.96,0.26,0,12,1.4,0,0,0,0
31,18,100000,5605.56,0.06,2,10,1.9,1,0,0,0
20,27,200000,46424.14,0.23,0,13,0.6,1,1,0,0
76,16,200000,15536.97,0.08,0,21,8.1,1,0,0,0
40,27,50000,1537.78,0.03,0,5,1.9,1,0,0,0
34,26,10000,1787.78,0.18,1,4,1.4,1,0,2,0
22,24,10000,21858.0,2.19,0,8,3.3,1,1,0,0
71,1,200000,22511.17,0.11,1,22,2.3,1,0,0,0
44,12,200000,12448.43,0.06,0,12,0.9,1,0,0,0
28,15,10000,11694.04,1.17,0,22,0.0,0,0,0,0
24,1,25000,1473.04,0.06,0,11,0.4,1,1,0,0
38,25,50000,3453.39,0.07,0,17,1.1,1,0,0,0
48,16,25000,4154.85,0.17,1,4,0.0,1,0,0,0
76,2,100000,6188.27,0.06,1,4,2.1,1,0,4,0
64,21,25000,19791.25,0.79,0,17,6.1,1,0,0,0
50,28,10000,19692.22,1.97,0,22,2.7,0,0,0,0
22,29,100000,14771.18,0.15,1,15,1.1,1,0,0,0
65,25,25000,2197.8,0.09,0,16,2.0,1,0,0,0
64,10,100000,2359.02,0.02,0,8,1.9,1,1,9,0
60,9,10000,1385.99,0.14,0,17,0.5,0,0,0,0
21,12,100000,1247.15,0.01,0,11,1.1,1,1,0,0
43,10,10000,24572.75,2.46,1,11,5.2,0,1,0,0
20,26,50000,2382.93,0.05,1,22,0.4,1,1,0,0
79,9,50000,3180.52,0.06,1,13,3.0,1,1,6,0
43,27,10000,26496.17,2.65,0,18,0.2,1,1,0,0
74,25,50000,8535.35,0.17,2,0,8.4,1,0,0,0
37,17,25000,8700.8,0.35,1,23,1.9,1,0,0,0
29,4,25000,24556.33,0.98,0,19,0.6,1,0,0,0
68,6,200000,10461.17,0.05,0,10,0.2,1,1,0,0
