transaction_id,amount,hour,day_of_week,transaction_frequency,avg_transaction_amount,account_age_days,device_change,location_change,transactions_last_hour,transactions_last_day,merchant_risk_score,new_merchant,failed_attempts,is_fraud
UPI_LEGIT_013202,25.24,14,4,3,212.15,1013,0,0,1,2,0.357,1,0,0
UPI_LEGIT_003836,31.13,18,5,2,34.54,2592,0,0,1,3,0.078,0,0,0
UPI_LEGIT_014025,156.17,21,6,3,48.67,2198,0,0,1,1,0.22,0,0,0
UPI_LEGIT_009193,147.45,13,0,2,210.48,2841,0,0,1,1,0.034,0,0,0
UPI_LEGIT_003010,31.91,16,0,3,289.04,3145,0,0,0,0,0.197,0,0,0
UPI_LEGIT_010226,50.06,12,4,5,151.68,1441,0,0,1,0,0.173,0,0,0
UPI_FRAUD_000723,1131553.49,15,0,0,24.47,162,1,0,3,0,0.948,0,0,1
UPI_FRAUD_000300,1431659.49,5,6,3,76.09,1076,0,0,0,1,0.946,0,0,1
UPI_LEGIT_012590,47.76,19,3,2,4.88,565,0,0,1,1,0.295,0,0,0
UPI_LEGIT_008908,95.86,13,1,2,161.7,1139,0,0,1,3,0.157,0,0,0
UPI_LEGIT_007328,1585.12,21,5,3,94.77,1628,0,0,1,2,0.143,0,0,0
UPI_LEGIT_004294,132.72,13,6,4,309.77,1531,0,0,1,1,0.081,0,0,0
UPI_LEGIT_008113,50.91,22,0,2,81.42,994,0,0,0,1,0.025,0,2,0
UPI_LEGIT_004185,1559.41,6,0,2,154.32,474,0,0,0,1,0.002,0,0,0
UPI_LEGIT_013488,396.66,19,6,1,428.83,1507,0,0,0,3,0.01,0,0,0
UPI_LEGIT_006954,182.02,21,4,3,79.61,3138,0,0,1,1,0.013,0,0,0
UPI_LEGIT_008269,826.47,16,3,4,46.22,2188,0,0,0,0,0.237,0,1,0
UPI_LEGIT_014750,297.69,8,4,3,209.63,636,0,0,0,1,0.23,0,0,0
UPI_LEGIT_003142,563.13,7,4,2,43.41,1640,0,0,1,2,0.378,0,1,0
UPI_LEGIT_009939,12231.05,11,0,2,42.07,2238,0,0,1,2,0.192,0,0,0
UPI_LEGIT_014327,1179.52,19,3,3,55.33,3524,0,0,0,1,0.163,0,0,0
UPI_LEGIT_011206,4440.31,9,5,3,385.12,2696,0,0,0,1,0.096,0,0,0
UPI_LEGIT_003205,149.64,12,1,2,49.55,232,0,0,3,3,0.104,0,0,0
UPI_LEGIT_004955,137.2,16,0,1,120.28,588,1,0,0,4,0.338,0,0,0
UPI_LEGIT_004582,150.83,19,6,4,450.33,1150,0,0,1,4,0.234,0,0,0
UPI_LEGIT_013601,214.57,7,1,2,66.37,1776,0,0,1,4,0.126,0,0,0
UPI_LEGIT_007367,138.39,15,6,0,64.37,989,0,0,1,3,0.359,0,0,0
UPI_LEGIT_014945,220.91,7,5,3,254.33,1829,0,0,0,3,0.048,0,0,0
UPI_LEGIT_009770,377.07,12,5,4,116.14,2037,0,0,0,1,0.133,0,0,0
UPI_LEGIT_014691,66.54,21,1,1,261.36,1960,0,0,0,1,0.012,0,1,0
UPI_LEGIT_013241,636.88,22,0,4,336.16,3206,0,0,1,0,0.218,0,0,0
UPI_LEGIT_007433,69.77,18,1,3,123.43,3071,0,0,0,1,0.31,0,0,0
UPI_LEGIT_007704,1320.23,9,0,6,217.12,3611,0,0,0,0,0.292,1,0,0
UPI_LEGIT_012279,325.15,18,6,2,188.51,3211,0,0,0,0,0.036,0,0,0
UPI_FRAUD_001152,339405.23,4,0,4,88.2,2022,0,0,1,3,0.647,0,0,1
UPI_LEGIT_014986,47.2,20,2,0,87.99,2863,0,0,0,0,0.201,1,0,0
UPI_LEGIT_006965,3.28,11,2,4,20.07,1087,0,0,0,8,0.177,1,0,0
UPI_FRAUD_001212,223058.93,2,5,2,5.55,1757,0,0,1,1,0.651,0,1,1
UPI_LEGIT_004503,1.3,6,3,7,292.43,3163,0,0,0,4,0.333,0,0,0
UPI_LEGIT_007055,1032.42,12,5,4,88.69,1634,0,0,0,2,0.268,0,0,0
UPI_LEGIT_010118,4.91,14,3,2,180.54,1623,0,0,0,0,0.223,1,0,0
UPI_LEGIT_012297,100.05,19,0,5,336.88,3167,0,0,2,2,0.197,0,0,0
UPI_LEGIT_014553,37.9,11,0,5,83.62,3264,0,1,0,3,0.389,0,0,0
UPI_LEGIT_005894,2918.12,8,0,2,19.55,2894,0,0,1,0,0.39,0,0,0
UPI_LEGIT_012127,900.05,8,6,4,659.31,2881,0,0,1,4,0.017,0,0,0
UPI_LEGIT_008637,772.18,21,3,3,205.54,1017,0,0,0,2,0.352,0,0,0
UPI_LEGIT_013928,62.55,17,2,4,512.84,3074,0,0,1,4,0.204,0,0,0
UPI_LEGIT_005427,256.25,19,5,2,1341.46,643,0,0,0,2,0.083,0,0,0
UPI_LEGIT_013697,174.48,6,6,5,82.84,3321,0,0,0,0,0.143,0,0,0
UPI_LEGIT_010934,1427.58,18,3,3,153.36,2325,0,0,0,1,0.008,0,0,0
UPI_FRAUD_000665,862293.0,11,1,1,411.06,3448,1,0,1,2,0.711,1,0,1
UPI_LEGIT_013533,105.26,8,3,5,140.27,1194,0,0,0,4,0.323,0,0,0
UPI_LEGIT_007216,110.8,18,1,2,29.79,1518,0,0,0,1,0.163,0,0,0
UPI_LEGIT_005994,1663.5,21,3,6,37.56,2122,0,0,2,1,0.27,0,0,0
UPI_FRAUD_000642,536684.01,9,4,5,56.37,2327,0,0,0,2,0.621,0,0,1
UPI_LEGIT_013874,178.0,14,4,1,32.52,2986,0,0,0,4,0.108,0,0,0
UPI_LEGIT_003767,818.88,7,1,2,297.66,691,0,0,1,1,0.144,0,0,0
UPI_LEGIT_004272,767.12,12,4,5,85.82,397,0,0,1,0,0.133,0,0,0
UPI_LEGIT_014346,330.55,8,3,1,35.26,1823,0,0,0,1,0.4,0,0,0
UPI_LEGIT_014507,5.63,8,6,5,60.82,3024,0,0,1,5,0.288,0,0,0
UPI_LEGIT_006123,237.86,20,6,4,95.76,3244,0,0,1,2,0.087,0,0,0
UPI_LEGIT_008331,6.45,9,3,4,192.02,1443,0,0,1,0,0.011,0,0,0
UPI_FRAUD_000786,1343884.97,16,6,2,116.61,1157,0,0,2,1,0.603,1,0,1
UPI_LEGIT_002857,22.19,16,0,4,118.08,2739,0,0,2,2,0.012,0,0,0
UPI_LEGIT_006112,22.53,13,1,1,92.35,254,0,0,0,3,0.325,0,0,0
UPI_LEGIT_010612,70.96,12,6,2,64.75,1123,0,0,0,0,0.066,0,0,0
UPI_LEGIT_003202,313.01,19,4,6,191.88,2310,0,0,1,2,0.338,0,0,0
UPI_LEGIT_012931,391.09,6,3,1,222.98,333,0,0,0,4,0.252,1,0,0
UPI_LEGIT_008916,2955.15,11,1,1,64.09,2599,0,0,1,5,0.053,0,0,0
UPI_LEGIT_010315,62.46,16,2,6,81.67,894,0,1,0,4,0.046,0,1,0
UPI_LEGIT_007600,63.39,7,2,2,81.02,1309,0,0,0,2,0.213,1,0,0
UPI_LEGIT_004187,176.06,15,6,4,33.05,2462,0,0,0,1,0.242,0,0,0
UPI_LEGIT_007853,140.27,15,3,2,150.41,527,0,0,1,0,0.078,0,0,0
UPI_LEGIT_013256,15.64,22,6,5,138.96,449,0,0,1,1,0.249,0,0,0
UPI_LEGIT_012431,5131.12,7,4,5,808.46,1635,0,0,1,3,0.23,1,0,0
UPI_LEGIT_004824,306.12,9,1,4,42.0,1956,0,0,1,3,0.281,0,0,0
UPI_LEGIT_008332,68.18,13,0,3,75.26,2341,0,0,0,4,0.037,1,0,0
UPI_LEGIT_006067,375.85,17,1,1,31.84,3229,0,0,0,3,0.306,0,0,0
UPI_LEGIT_002905,988.98,9,4,9,163.75,2030,0,0,1,2,0.081,0,0,0
UPI_LEGIT_004626,33.53,13,3,3,25.88,1493,0,0,2,3,0.117,0,1,0
UPI_LEGIT_009635,994.62,14,1,0,42.16,417,0,0,0,1,0.029,1,2,0
UPI_FRAUD_000996,329325.5,0,3,1,17.88,2483,1,0,1,4,0.135,0,1,1
UPI_LEGIT_007131,94.3,20,1,3,119.99,1322,0,0,1,2,0.179,0,0,0
UPI_LEGIT_013513,81.69,13,1,1,237.07,1255,0,0,1,3,0.198,0,0,0
UPI_LEGIT_014513,11.66,10,5,3,266.42,1361,0,0,0,1,0.049,0,0,0
UPI_LEGIT_007246,288.66,16,6,3,36.58,2343,0,0,1,4,0.113,0,0,0
UPI_LEGIT_010702,14805.46,9,2,4,57.19,400,0,0,0,0,0.202,0,0,0
UPI_LEGIT_006408,638.24,13,4,4,441.89,1987,0,0,0,1,0.312,0,0,0
UPI_LEGIT_007787,66.62,19,4,2,226.53,2551,0,0,2,2,0.144,0,0,0
UPI_LEGIT_006250,567.9,14,0,6,354.64,1215,0,0,0,4,0.055,0,1,0
UPI_LEGIT_009205,129.5,17,5,2,20.73,1959,0,0,0,3,0.257,0,0,0
UPI_LEGIT_008055,120.87,14,0,5,244.2,1198,0,0,2,2,0.261,0,0,0
UPI_LEGIT_014296,274.66,6,6,3,119.14,3485,0,0,1,2,0.098,0,0,0
UPI_LEGIT_005523,3101.23,7,4,5,77.39,1508,0,0,0,0,0.382,1,0,0
UPI_LEGIT_013089,82.93,22,5,5,232.18,3152,0,0,0,3,0.234,0,0,0
UPI_LEGIT_007505,290.59,22,3,7,48.69,2770,0,0,0,2,0.196,1,0,0
UPI_FRAUD_000156,810613.71,0,0,3,24.94,3076,0,1,1,1,0.651,1,0,1
UPI_LEGIT_009868,12.82,7,2,4,44.43,1894,0,0,1,0,0.215,0,0,0
UPI_LEGIT_003085,245.57,18,0,5,51.98,1628,0,0,0,1,0.368,0,0,0
UPI_LEGIT_010425,125.98,11,2,4,94.0,3463,0,0,0,0,0.074,0,0,0
UPI_FRAUD_001552,94212.08,8,0,8,263.08,219,0,1,2,8,0.627,0,3,1
UPI_LEGIT_008774,46.54,14,3,4,409.79,3173,0,0,1,1,0.276,0,0,0
UPI_LEGIT_014598,135.34,18,4,6,529.07,182,0,0,0,0,0.167,1,0,0
UPI_FRAUD_000495,1386589.6,10,4,3,10.58,1292,1,0,0,2,0.902,0,0,1
UPI_LEGIT_002321,122.34,10,5,2,265.77,1923,0,0,0,3,0.359,0,0,0
UPI_FRAUD_000912,326090.55,3,6,2,115.3,2355,1,0,0,4,0.218,1,1,1
UPI_LEGIT_009044,4957.85,8,4,3,44.91,1056,0,0,0,1,0.342,0,0,0
UPI_FRAUD_000151,574968.54,0,1,3,23.03,3564,1,0,4,1,0.837,0,0,1
UPI_LEGIT_013270,268.79,7,2,4,103.65,2855,0,1,0,3,0.174,0,0,0
UPI_LEGIT_011379,276.32,15,2,5,115.64,1242,0,0,0,5,0.312,0,0,0
UPI_LEGIT_010243,335.13,9,3,0,175.72,1315,0,0,0,2,0.027,0,0,0
UPI_FRAUD_001738,63747.4,19,1,6,39.5,2974,0,0,4,12,0.36,1,0,1
UPI_LEGIT_003001,208.33,13,3,3,234.97,1996,0,0,0,4,0.242,0,1,0
UPI_LEGIT_009263,2450.37,13,1,6,51.74,299,0,0,1,0,0.141,0,0,0
UPI_LEGIT_006961,26.7,12,6,3,1528.64,3509,0,0,0,2,0.112,1,0,0
UPI_LEGIT_013523,969.07,9,6,6,126.64,2603,0,0,0,3,0.19,1,0,0
UPI_LEGIT_002883,50.75,11,2,2,66.17,3119,0,0,1,2,0.16,0,0,0
UPI_LEGIT_003720,19.66,7,5,3,132.82,2766,0,0,0,2,0.388,1,0,0
UPI_LEGIT_007127,9.01,18,6,2,236.69,2263,0,0,0,3,0.143,0,0,0
UPI_FRAUD_000888,1480592.12,10,1,4,36.52,2052,1,0,1,0,0.973,0,0,1
UPI_LEGIT_005471,117.33,21,6,3,128.01,3477,0,0,0,2,0.029,0,0,0
UPI_LEGIT_003201,892.22,18,4,4,98.87,1660,0,0,0,1,0.15,0,0,0
UPI_LEGIT_009696,11.46,17,4,5,690.11,960,0,0,0,0,0.153,0,0,0
UPI_LEGIT_004823,23.25,19,5,4,170.62,225,0,0,0,2,0.122,0,0,0
UPI_LEGIT_004704,321.27,20,2,3,46.42,936,0,0,0,3,0.108,1,0,0
UPI_FRAUD_000343,1547506.96,2,1,1,26.27,152,0,0,1,1,0.826,0,0,1
UPI_LEGIT_004136,9.15,7,4,3,342.08,2421,0,0,3,0,0.175,0,0,0
UPI_LEGIT_010790,5.11,8,5,2,36.58,2283,0,0,0,1,0.225,0,0,0
UPI_LEGIT_003188,156.79,8,2,1,75.36,2933,0,0,0,2,0.016,0,0,0
UPI_LEGIT_004522,614.02,16,2,2,169.91,2492,0,0,1,2,0.043,0,0,0
UPI_FRAUD_002223,600152.32,11,3,1,42.9,62,0,0,1,2,0.958,0,0,1
UPI_FRAUD_002121,856249.12,5,1,2,78.29,64,0,0,2,2,0.855,1,0,1
UPI_LEGIT_006858,45.02,21,4,3,64.85,1535,0,0,4,1,0.229,0,0,0
UPI_LEGIT_010385,166.22,10,5,4,141.52,3320,0,0,1,0,0.309,0,0,0
UPI_LEGIT_009669,456.73,17,0,2,41.68,201,0,0,0,0,0.146,0,0,0
UPI_LEGIT_008913,198.57,19,4,3,146.06,3343,0,0,3,5,0.011,0,0,0
UPI_LEGIT_011859,328.72,13,3,1,218.55,1480,0,0,1,3,0.328,0,0,0
UPI_LEGIT_007366,481.28,10,4,3,248.01,3495,0,0,0,7,0.386,0,0,0
UPI_LEGIT_014924,118.11,20,6,5,107.6,3623,0,0,0,1,0.082,0,0,0
UPI_LEGIT_004734,253.17,6,3,5,64.71,2008,0,0,0,1,0.322,0,0,0
UPI_FRAUD_001465,43035.28,3,4,10,2.72,2235,0,0,3,11,0.461,0,1,1
UPI_LEGIT_004593,302.09,21,3,2,202.97,1029,0,0,0,2,0.28,0,0,0
UPI_LEGIT_003565,191.85,20,5,1,50.33,2194,0,0,0,1,0.105,1,0,0
UPI_LEGIT_005840,9.25,6,4,4,265.22,1590,0,0,0,2,0.23,1,1,0
UPI_FRAUD_000283,700016.7,1,2,2,34.92,3141,0,0,1,4,0.736,1,0,1
UPI_LEGIT_013909,182.3,7,4,2,68.06,2153,0,0,0,2,0.369,0,0,0
UPI_LEGIT_006175,72.85,9,3,3,408.86,3057,0,0,1,2,0.322,0,0,0
UPI_LEGIT_010290,53.3,13,3,4,149.39,1673,0,0,0,4,0.016,0,0,0
UPI_LEGIT_004151,147.02,14,4,3,38.33,757,0,0,1,1,0.086,1,0,0
UPI_LEGIT_014501,346.28,20,4,3,130.35,3357,0,0,0,2,0.14,0,0,0
UPI_LEGIT_008998,9.53,21,5,5,91.25,1118,0,0,0,1,0.277,0,0,0
UPI_LEGIT_007376,51.2,14,3,4,95.39,2914,0,0,1,4,0.172,0,0,0
UPI_LEGIT_008542,4.86,15,4,4,103.49,1183,0,0,0,1,0.191,0,0,0
UPI_LEGIT_013932,4981.75,19,5,2,48.49,377,0,0,0,1,0.343,0,0,0
UPI_LEGIT_008764,92.57,12,3,3,31.14,2534,0,0,0,3,0.238,0,0,0
UPI_LEGIT_003161,147.26,8,2,5,86.61,749,0,0,2,1,0.26,1,0,0
UPI_LEGIT_002630,3.16,19,0,2,9.52,2049,0,0,0,2,0.008,0,0,0
UPI_LEGIT_011850,8711.72,8,1,7,20.9,546,0,0,0,0,0.145,0,0,0
UPI_LEGIT_012765,3106.62,12,2,1,102.18,3421,0,0,0,3,0.003,0,1,0
UPI_LEGIT_010394,4185.43,22,5,2,30.34,1858,0,0,0,4,0.245,1,0,0
UPI_FRAUD_001203,102606.53,4,2,7,247.67,3641,0,0,2,4,0.533,0,0,1
UPI_LEGIT_013678,416.41,12,5,2,129.08,3621,0,0,0,5,0.014,0,0,0
UPI_LEGIT_010165,3702.8,6,1,1,604.47,490,0,0,0,2,0.163,0,0,0
UPI_FRAUD_000616,958066.94,22,1,2,153.06,1166,0,1,0,1,0.643,0,0,1
UPI_LEGIT_003114,187.24,7,0,2,899.89,2088,0,0,1,1,0.25,0,0,0
UPI_LEGIT_012125,168.87,7,1,2,74.84,2539,0,0,1,1,0.12,0,0,0
UPI_LEGIT_007481,3367.84,7,5,3,34.44,198,0,0,2,0,0.162,0,0,0
UPI_LEGIT_009330,3.9,19,2,5,39.74,191,0,0,2,0,0.108,0,0,0
UPI_LEGIT_002728,92.68,10,1,3,50.23,2695,0,0,0,6,0.09,0,0,0
UPI_LEGIT_012141,296.59,9,3,6,252.6,631,0,0,0,1,0.251,0,0,0
UPI_LEGIT_013437,183.62,12,5,3,291.38,2207,0,1,1,1,0.167,1,0,0
UPI_LEGIT_009895,466.16,12,5,2,202.51,231,0,0,2,3,0.1,1,0,0
UPI_FRAUD_001357,71150.87,22,6,3,144.16,1484,1,0,2,13,0.15,1,1,1
UPI_LEGIT_009567,129.2,17,5,7,243.66,2839,0,0,1,3,0.391,0,1,0
UPI_LEGIT_007798,80.8,11,5,4,237.34,3077,0,0,1,5,0.05,0,1,0
UPI_LEGIT_011560,1253.29,20,5,5,87.2,1285,0,0,0,4,0.049,0,0,0
UPI_LEGIT_013412,96.06,14,5,5,236.23,574,0,0,0,0,0.362,0,0,0
UPI_FRAUD_001590,68065.31,12,5,5,271.04,1970,0,1,1,11,0.047,0,1,1
UPI_LEGIT_014566,622.42,20,4,3,56.42,3452,0,0,1,2,0.102,0,0,0
UPI_LEGIT_003140,73.36,22,5,2,242.99,1575,0,0,1,3,0.033,0,0,0
UPI_LEGIT_005338,3158.21,7,5,3,55.91,616,0,0,0,1,0.097,0,0,0
UPI_FRAUD_000547,832656.6,16,5,5,11.99,987,0,1,0,1,0.965,1,0,1
UPI_LEGIT_007118,894.67,15,1,3,465.6,217,0,0,1,3,0.316,0,0,0
UPI_LEGIT_011591,57.62,9,1,3,39.58,3629,0,0,0,3,0.365,0,0,0
UPI_LEGIT_013883,638.15,12,0,3,97.87,2940,0,0,0,3,0.264,1,1,0
UPI_FRAUD_000026,1938053.61,5,4,3,4.27,3250,0,0,0,1,0.712,0,0,1
UPI_FRAUD_001067,376826.99,4,2,1,17.8,1613,0,1,1,1,0.612,0,0,1
UPI_LEGIT_003918,245.37,19,4,1,272.11,2479,0,0,0,0,0.023,0,0,0
UPI_LEGIT_006604,1342.2,13,3,2,145.15,2759,0,0,0,1,0.381,0,0,0
UPI_LEGIT_005529,29.05,7,5,5,135.21,621,0,0,0,0,0.168,0,0,0
UPI_LEGIT_006678,346.12,17,5,3,484.92,720,0,0,0,1,0.375,0,1,0
UPI_LEGIT_005398,5200.68,20,3,5,152.21,2175,0,0,0,4,0.218,0,0,0
UPI_LEGIT_008642,872.66,11,2,3,83.17,180,0,0,0,2,0.267,1,0,0
UPI_LEGIT_008081,8478.49,15,6,1,167.92,2986,0,0,0,0,0.213,0,0,0
UPI_LEGIT_009608,2170.88,15,3,0,226.06,1502,0,0,0,1,0.305,0,1,0
UPI_LEGIT_014215,105.33,22,6,3,412.74,1052,0,0,0,3,0.086,0,0,0
UPI_FRAUD_000437,1098232.29,3,3,6,161.07,1667,0,0,1,1,0.911,1,0,1
UPI_LEGIT_014093,11.61,22,6,4,108.34,2428,0,1,1,1,0.374,0,0,0
UPI_LEGIT_005269,98.2,21,6,7,123.22,3424,0,1,1,0,0.044,0,0,0
UPI_FRAUD_001861,267104.34,2,5,2,52.67,34,0,0,0,0,0.375,1,0,1
UPI_LEGIT_010442,474.5,10,3,0,180.2,1110,0,0,0,1,0.114,0,0,0
UPI_LEGIT_012642,139.02,14,4,2,86.73,1875,0,0,1,3,0.384,1,0,0
UPI_LEGIT_002706,191.95,20,4,5,19.64,3508,0,0,0,1,0.353,0,0,0
UPI_LEGIT_012671,119.41,22,1,3,123.85,2995,0,0,0,2,0.182,0,0,0
UPI_LEGIT_005325,46.62,22,0,0,20.35,2774,0,0,0,3,0.02,0,0,0
UPI_LEGIT_006957,238.07,16,0,2,1294.3,638,0,0,0,4,0.201,0,0,0
UPI_LEGIT_011527,459.95,6,2,4,212.82,1046,0,0,0,4,0.381,0,0,0
UPI_LEGIT_013760,867.34,17,2,4,82.93,2014,0,0,0,1,0.012,0,0,0
UPI_LEGIT_011896,70.6,9,4,4,103.46,1162,0,0,0,3,0.077,0,0,0
UPI_LEGIT_009125,321.13,22,4,0,49.94,1392,0,0,0,3,0.188,0,0,0
UPI_LEGIT_004011,54.82,21,1,6,189.08,3440,0,0,0,4,0.115,0,0,0
UPI_LEGIT_013425,230.91,22,5,5,103.71,719,0,0,1,3,0.006,1,0,0
UPI_FRAUD_000534,892785.65,18,0,1,242.69,3016,1,0,0,1,0.706,0,0,1
UPI_LEGIT_011266,152.87,16,5,0,400.63,2491,0,0,1,1,0.103,1,0,0
UPI_FRAUD_000585,992078.19,18,3,2,31.54,1800,0,0,0,2,0.705,1,0,1
UPI_LEGIT_011941,38.57,11,5,3,248.33,1361,0,0,0,3,0.037,0,0,0
UPI_LEGIT_008715,96.19,11,0,1,238.46,2358,0,0,0,2,0.046,0,0,0
UPI_LEGIT_012432,173.31,6,0,2,169.36,3501,0,0,1,0,0.017,0,0,0
UPI_LEGIT_011430,216.86,17,6,1,133.56,1980,0,0,0,3,0.398,0,0,0
UPI_LEGIT_008559,314.29,12,1,6,251.79,2975,0,0,2,1,0.134,0,0,0
UPI_LEGIT_006464,1676.94,10,0,6,351.54,401,0,0,4,1,0.012,0,0,0
UPI_LEGIT_011741,59.61,17,2,1,70.67,456,0,0,0,4,0.231,0,0,0
UPI_LEGIT_013977,1439.15,10,0,4,132.52,206,0,0,0,2,0.33,1,0,0
UPI_FRAUD_001916,976651.22,16,0,1,8.99,17,0,1,1,1,0.849,0,0,1
UPI_LEGIT_013243,23.71,6,5,2,46.33,1017,0,0,1,1,0.347,0,0,0
UPI_LEGIT_008107,1113.36,19,1,1,65.73,3503,0,0,0,3,0.38,0,0,0
UPI_LEGIT_014254,43.75,9,5,5,35.88,1310,0,0,0,3,0.276,1,0,0
UPI_FRAUD_001910,469140.23,22,6,6,34.87,24,1,0,0,2,0.117,1,0,1
UPI_LEGIT_008856,698.78,21,2,7,98.66,3649,0,0,0,3,0.35,0,0,0
UPI_LEGIT_008710,1504.88,18,4,3,268.96,529,0,0,1,4,0.354,0,0,0
UPI_FRAUD_001133,219007.09,4,2,3,63.48,1383,1,0,1,2,0.611,1,0,1
UPI_LEGIT_011914,50.33,11,6,2,335.42,2610,0,0,2,1,0.146,0,1,0
UPI_LEGIT_010753,48.07,21,4,3,94.09,3591,0,0,0,2,0.082,0,0,0
UPI_FRAUD_001317,293144.01,5,2,4,115.35,2499,1,0,0,3,0.651,0,1,1
UPI_LEGIT_004368,449.43,21,3,5,65.85,1466,0,0,1,1,0.1,0,0,0
UPI_LEGIT_008313,12.76,11,5,4,66.16,2087,0,0,1,3,0.343,1,0,0
UPI_LEGIT_011456,70.47,12,6,4,25.65,2123,0,0,0,0,0.168,1,0,0
UPI_LEGIT_008653,16.21,7,3,5,801.2,1673,0,0,0,1,0.36,0,0,0
UPI_LEGIT_007325,109.8,20,0,2,33.51,1107,0,0,0,0,0.053,0,0,0
UPI_LEGIT_006080,1.35,16,1,2,26.15,2706,0,0,1,2,0.303,0,0,0
UPI_LEGIT_014316,296.17,18,5,0,75.18,1077,0,0,0,0,0.319,0,0,0
UPI_LEGIT_002601,398.91,21,4,1,294.91,2485,0,0,1,0,0.256,0,0,0
UPI_LEGIT_006568,576.66,16,4,4,20.78,326,0,0,0,0,0.178,0,0,0
UPI_FRAUD_002173,411942.91,18,0,7,286.77,65,1,0,0,1,0.347,0,0,1
UPI_LEGIT_003605,250.99,6,2,6,74.9,421,0,0,1,4,0.24,0,0,0
UPI_LEGIT_006429,42.78,15,6,3,150.12,2084,0,0,0,0,0.246,0,1,0
UPI_LEGIT_007995,29.87,20,4,1,144.77,2789,0,0,0,1,0.073,0,0,0
UPI_LEGIT_003768,424.18,7,6,3,171.88,3099,0,0,0,3,0.194,0,0,0
UPI_LEGIT_005077,98.8,17,4,4,81.85,2661,0,0,1,4,0.253,0,0,0
UPI_LEGIT_008274,736.11,10,4,3,121.89,2850,0,0,0,0,0.077,0,0,0
UPI_LEGIT_004631,407.03,21,6,2,417.51,608,0,0,0,3,0.101,0,0,0
UPI_LEGIT_008756,5.48,10,5,0,104.65,3568,0,0,0,2,0.072,0,0,0
UPI_FRAUD_000240,811675.13,1,3,3,18.6,1171,1,0,2,3,0.92,0,0,1
UPI_LEGIT_008812,327.31,19,4,3,231.79,3317,0,0,0,1,0.108,0,0,0
UPI_LEGIT_008421,71.26,16,3,6,15.82,2799,0,0,0,2,0.204,0,0,0
UPI_LEGIT_007602,2685.13,20,1,1,65.97,2554,0,0,1,3,0.094,0,0,0
UPI_LEGIT_011951,122.48,21,3,2,53.22,3080,0,0,0,3,0.138,0,0,0
UPI_FRAUD_001867,485523.62,20,1,1,43.07,62,0,0,0,2,0.501,0,0,1
UPI_LEGIT_009416,29.72,11,5,2,51.73,1426,0,0,0,0,0.272,0,0,0
UPI_LEGIT_014871,207.25,22,3,4,84.58,3257,0,0,1,3,0.265,0,0,0
UPI_LEGIT_002521,72.68,7,4,1,163.81,3395,0,1,1,1,0.165,0,0,0
UPI_LEGIT_009876,23.27,7,2,3,47.66,1059,0,0,0,4,0.364,0,0,0
UPI_FRAUD_001820,169165.13,2,2,2,22.19,76,1,1,2,5,0.411,1,0,1
UPI_LEGIT_002410,214.4,17,3,2,225.83,3057,0,0,1,3,0.247,0,0,0
UPI_LEGIT_008243,59.39,11,4,2,355.67,1786,0,0,0,3,0.297,0,0,0
UPI_LEGIT_006637,799.86,17,5,2,150.17,740,0,0,0,1,0.269,1,0,0
UPI_LEGIT_005187,160.92,19,2,4,125.94,771,0,0,0,5,0.34,1,0,0
UPI_LEGIT_010054,40.17,9,6,2,107.67,3525,0,0,1,2,0.372,1,0,0
UPI_LEGIT_004565,737.95,17,6,1,141.7,1103,0,0,0,3,0.215,0,0,0
UPI_LEGIT_007942,57.09,16,6,3,75.64,1554,0,0,1,2,0.279,1,0,0
UPI_LEGIT_012332,155.37,10,6,2,223.19,3269,0,0,0,2,0.2,0,1,0
UPI_LEGIT_006391,11.71,19,3,1,226.89,2727,0,0,0,3,0.361,0,0,0
UPI_FRAUD_002118,946305.57,16,1,4,93.84,36,0,0,0,2,0.622,0,0,1
UPI_LEGIT_003779,72.46,11,0,4,115.46,1820,0,0,0,3,0.344,0,0,0
UPI_LEGIT_004961,4660.3,17,1,3,25.85,485,0,0,0,1,0.066,0,0,0
UPI_LEGIT_002809,3865.3,10,4,2,18.98,2501,0,1,0,2,0.262,0,0,0
UPI_FRAUD_000498,1189261.64,22,5,3,76.51,1178,1,0,0,3,0.668,1,0,1
UPI_LEGIT_013845,34.39,15,1,4,84.2,1262,0,0,0,2,0.29,0,0,0
UPI_LEGIT_010022,15.21,9,5,1,100.53,1849,0,0,0,2,0.206,0,0,0
UPI_LEGIT_004284,285.56,12,6,4,404.03,1469,0,0,0,1,0.34,0,0,0
UPI_LEGIT_010191,19.96,21,1,4,24.86,1980,0,0,0,6,0.031,1,0,0
UPI_LEGIT_008969,3521.61,7,0,6,36.92,1988,0,0,0,1,0.16,0,0,0
UPI_FRAUD_000228,850611.19,1,2,3,360.57,1393,0,1,2,2,0.676,1,0,1
UPI_LEGIT_008761,28.8,13,4,3,68.36,1129,0,0,1,1,0.132,0,1,0
UPI_LEGIT_011452,103.73,13,3,2,25.89,447,0,0,0,3,0.348,0,0,0
UPI_LEGIT_002741,141.96,19,6,1,129.83,3582,0,0,0,1,0.249,0,0,0
UPI_LEGIT_012569,4130.59,20,0,1,42.71,1867,0,0,0,3,0.277,0,0,0
UPI_LEGIT_006001,155.56,18,2,2,29.11,1268,0,0,0,1,0.294,0,0,0
UPI_LEGIT_005718,4.71,20,3,2,318.68,3601,0,0,0,2,0.141,0,0,0
