person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,dti_ratio,delinquencies_2yrs,revolving_utilization,total_accounts,inquiries_6months,public_records,loan_status
41,162961.36,RENT,23,EDUCATION,B,11418,16.38,0.07,N,10,0.33,0,0.04,19,1,0,0
38,80621.09,RENT,36,EDUCATION,C,32907,12.7,0.41,Y,14,0.37,2,0.12,20,1,0,0
61,75374.49,MORTGAGE,17,DEBTCONSOLIDATION,F,17894,9.06,0.24,N,13,0.39,0,0.22,15,1,0,0
60,80319.91,RENT,30,MEDICAL,B,36853,15.44,0.46,Y,3,0.53,1,0.35,15,0,0,1
46,104970.57,MORTGAGE,12,EDUCATION,A,8465,20.05,0.08,N,5,0.13,0,0.07,24,0,0,0
64,98395.21,RENT,27,VENTURE,B,4034,15.81,0.04,N,8,0.18,0,0.41,16,0,0,0
25,73404.44,MORTGAGE,0,HOMEIMPROVEMENT,E,8466,15.22,0.12,N,21,0.28,0,0.34,18,0,0,0
47,35977.05,MORTGAGE,25,EDUCATION,B,41125,12.65,1.14,N,24,0.17,0,0.44,25,0,0,0
31,111091.23,RENT,26,MEDICAL,G,5892,23.88,0.05,N,10,0.47,0,0.5,3,1,0,0
54,64890.92,RENT,32,MEDICAL,D,15235,19.88,0.23,Y,24,0.41,3,0.14,5,0,0,1
35,54676.05,MORTGAGE,5,DEBTCONSOLIDATION,A,31167,15.4,0.57,Y,6,0.57,1,0.32,19,1,0,1
21,62134.0,RENT,31,HOMEIMPROVEMENT,G,20215,23.39,0.33,Y,3,0.45,1,0.22,27,0,1,1
63,31213.26,RENT,20,DEBTCONSOLIDATION,A,32787,21.49,1.05,N,7,0.32,0,0.07,15,0,0,0
58,28327.39,OWN,37,EDUCATION,E,41708,20.98,1.47,N,16,0.33,0,0.09,17,0,0,1
46,53539.32,MORTGAGE,2,PERSONAL,G,46114,10.16,0.86,N,12,0.5,0,0.18,8,0,0,1
32,39254.15,OWN,31,HOMEIMPROVEMENT,C,19788,18.75,0.5,N,29,0.57,0,0.27,13,0,0,0
60,88490.04,OWN,25,HOMEIMPROVEMENT,A,37102,24.8,0.42,N,16,0.31,0,0.54,12,0,0,0
29,40919.49,RENT,2,EDUCATION,B,29436,21.66,0.72,Y,15,0.27,2,0.27,24,3,0,1
38,89647.94,RENT,29,VENTURE,B,41753,16.8,0.47,N,20,0.14,0,0.14,5,0,0,0
40,120921.46,RENT,37,EDUCATION,C,5391,13.03,0.04,N,28,0.57,0,0.12,20,0,0,0
30,96972.82,RENT,17,HOMEIMPROVEMENT,B,25957,20.74,0.27,Y,11,0.58,3,0.14,15,1,0,1
28,38048.0,MORTGAGE,17,EDUCATION,A,27260,19.43,0.72,N,15,0.39,0,0.31,7,1,0,0
50,55363.85,MORTGAGE,3,HOMEIMPROVEMENT,E,49123,23.38,0.89,N,16,0.49,0,0.23,25,0,0,1
28,126545.19,MORTGAGE,16,DEBTCONSOLIDATION,F,49064,5.83,0.39,Y,27,0.58,2,0.29,16,2,0,1
30,58314.65,OWN,38,EDUCATION,F,24929,19.08,0.43,N,18,0.3,0,0.22,19,1,0,0
46,75222.13,RENT,22,VENTURE,D,14562,7.19,0.19,N,7,0.57,0,0.21,5,0,0,0
61,28939.2,RENT,21,VENTURE,G,44238,22.2,1.53,N,2,0.15,0,0.47,5,0,0,1
35,32295.68,MORTGAGE,34,PERSONAL,B,32482,22.91,1.01,N,5,0.11,0,0.21,4,1,1,1
26,86255.48,MORTGAGE,33,EDUCATION,D,23770,12.95,0.28,N,22,0.37,0,0.15,7,0,0,0
55,52722.53,MORTGAGE,27,PERSONAL,E,41483,9.61,0.79,N,13,0.31,0,0.16,29,1,0,0
25,62206.94,MORTGAGE,21,EDUCATION,D,42411,7.14,0.68,N,20,0.38,0,0.35,16,0,0,0
46,95907.83,RENT,20,MEDICAL,G,4309,10.48,0.04,N,4,0.16,0,0.18,14,0,0,0
25,144395.59,OWN,1,DEBTCONSOLIDATION,B,29950,13.73,0.21,N,2,0.35,0,0.22,14,1,0,0
39,51585.99,MORTGAGE,4,VENTURE,E,13635,20.67,0.26,Y,2,0.29,1,0.29,18,1,0,0
59,56833.72,RENT,5,PERSONAL,A,5852,9.44,0.1,N,19,0.28,0,0.4,13,1,0,0
24,46810.41,OWN,39,PERSONAL,F,19614,22.69,0.42,N,24,0.17,0,0.35,18,1,0,1
62,154424.13,MORTGAGE,4,DEBTCONSOLIDATION,A,24949,5.3,0.16,N,25,0.26,0,0.49,27,0,0,0
24,84599.39,RENT,8,HOMEIMPROVEMENT,E,27684,24.86,0.33,N,3,0.32,0,0.15,27,2,0,0
41,99885.41,MORTGAGE,6,PERSONAL,G,20464,13.82,0.2,N,29,0.49,0,0.16,5,1,1,1
49,32712.59,RENT,3,MEDICAL,B,29651,6.85,0.91,N,2,0.59,0,0.44,6,0,0,0
30,92525.8,OWN,13,DEBTCONSOLIDATION,E,2662,22.34,0.03,N,12,0.46,0,0.74,7,0,0,1
37,75071.12,OWN,36,MEDICAL,A,19685,22.68,0.26,Y,9,0.33,1,0.26,2,0,0,0
25,97109.93,MORTGAGE,1,HOMEIMPROVEMENT,A,40824,13.41,0.42,N,11,0.17,0,0.56,12,0,0,0
57,107990.36,RENT,11,EDUCATION,A,35740,13.62,0.33,N,27,0.17,0,0.47,25,0,1,0
22,74993.43,MORTGAGE,10,MEDICAL,A,39268,7.73,0.52,Y,21,0.4,1,0.3,19,1,0,0
51,29983.87,MORTGAGE,28,HOMEIMPROVEMENT,D,21344,17.18,0.71,N,9,0.43,0,0.7,5,0,0,1
39,52504.4,RENT,20,DEBTCONSOLIDATION,B,7266,16.73,0.14,N,21,0.49,0,0.25,7,0,0,0
22,48928.21,RENT,36,MEDICAL,G,35016,10.25,0.72,N,2,0.21,0,0.11,28,1,0,0
37,49509.77,OWN,31,HOMEIMPROVEMENT,B,40363,20.09,0.82,N,4,0.51,0,0.11,3,0,0,1
59,39359.69,MORTGAGE,21,HOMEIMPROVEMENT,C,20614,12.22,0.52,Y,3,0.2,1,0.24,15,0,0,0
55,76005.4,RENT,27,PERSONAL,B,17510,15.8,0.23,N,8,0.35,0,0.18,29,1,0,0
52,67613.3,MORTGAGE,3,MEDICAL,F,24229,22.38,0.36,Y,3,0.56,1,0.26,17,0,0,0
36,19759.02,RENT,20,MEDICAL,F,40049,9.46,2.03,N,23,0.35,0,0.21,10,1,0,0
53,45285.31,MORTGAGE,27,MEDICAL,B,46375,6.59,1.02,N,13,0.56,0,0.31,7,0,1,1
48,63139.24,RENT,38,PERSONAL,G,43029,15.52,0.68,Y,27,0.5,1,0.22,28,1,0,1
31,28406.56,RENT,28,VENTURE,E,23396,18.36,0.82,N,29,0.27,0,0.03,9,0,0,1
55,68541.34,RENT,37,PERSONAL,A,19046,12.02,0.28,N,23,0.48,0,0.3,7,0,0,0
36,144798.17,MORTGAGE,2,HOMEIMPROVEMENT,B,5479,17.06,0.04,Y,13,0.39,1,0.37,20,0,0,0
34,63955.31,RENT,23,EDUCATION,F,12503,8.35,0.2,N,21,0.29,0,0.14,15,0,0,0
43,62851.12,MORTGAGE,29,VENTURE,A,17551,11.62,0.28,Y,25,0.14,1,0.4,6,0,0,0
25,78764.31,MORTGAGE,18,HOMEIMPROVEMENT,E,21301,7.21,0.27,N,13,0.5,0,0.36,15,0,0,0
62,45940.47,MORTGAGE,39,DEBTCONSOLIDATION,E,23452,16.52,0.51,N,13,0.17,0,0.21,3,0,0,1
54,50818.05,MORTGAGE,2,EDUCATION,D,34381,21.08,0.68,Y,17,0.27,1,0.35,3,2,0,1
40,70353.37,MORTGAGE,14,MEDICAL,C,43598,16.7,0.62,Y,3,0.23,1,0.38,3,0,0,0
24,40585.33,RENT,12,MEDICAL,D,10400,15.4,0.26,N,4,0.29,0,0.17,10,0,0,0
29,60685.53,MORTGAGE,36,HOMEIMPROVEMENT,C,26807,17.86,0.44,Y,18,0.13,1,0.24,20,0,0,0
51,112154.4,MORTGAGE,15,VENTURE,G,49774,6.48,0.44,Y,17,0.26,1,0.04,7,0,0,0
24,120178.18,MORTGAGE,9,PERSONAL,B,31016,8.22,0.26,N,28,0.24,0,0.26,10,1,0,0
40,74083.1,RENT,16,EDUCATION,B,14518,22.75,0.2,N,23,0.4,0,0.25,20,0,0,0
38,57553.65,OWN,18,DEBTCONSOLIDATION,D,38732,17.59,0.67,Y,9,0.39,1,0.39,7,1,0,1
56,91911.14,MORTGAGE,29,DEBTCONSOLIDATION,F,41690,22.47,0.45,N,23,0.43,0,0.22,5,2,0,1
32,77756.13,RENT,3,EDUCATION,F,35501,11.74,0.46,N,14,0.33,0,0.22,2,0,0,0
24,24041.79,RENT,12,VENTURE,A,45971,8.3,1.91,N,26,0.29,0,0.13,5,1,0,0
51,16244.3,RENT,24,PERSONAL,B,29149,8.13,1.79,N,26,0.18,0,0.36,5,3,0,1
62,52542.94,MORTGAGE,35,VENTURE,A,43742,14.47,0.83,N,20,0.31,0,0.52,27,1,0,0
41,74833.13,RENT,17,DEBTCONSOLIDATION,C,15515,10.76,0.21,Y,14,0.29,1,0.18,3,1,0,0
44,32986.06,MORTGAGE,19,VENTURE,C,16022,19.85,0.49,N,20,0.59,0,0.19,7,1,0,1
31,73043.26,MORTGAGE,39,MEDICAL,E,18834,22.61,0.26,N,5,0.51,0,0.52,29,1,0,0
34,25218.52,RENT,4,DEBTCONSOLIDATION,G,47329,20.11,1.88,Y,6,0.4,1,0.25,14,1,0,1
50,126906.08,MORTGAGE,17,VENTURE,C,31307,13.28,0.25,Y,7,0.51,1,0.5,8,0,0,0
31,92651.24,RENT,30,HOMEIMPROVEMENT,F,25963,11.24,0.28,N,18,0.33,0,0.31,2,0,0,0
37,35534.31,MORTGAGE,20,MEDICAL,G,6070,10.74,0.17,N,22,0.38,0,0.17,4,0,0,0
32,58615.22,OWN,26,PERSONAL,C,29871,12.86,0.51,N,17,0.47,0,0.47,23,1,0,0
46,103479.42,MORTGAGE,19,PERSONAL,D,5729,13.26,0.06,Y,7,0.12,1,0.31,22,0,0,0
51,41781.02,RENT,2,VENTURE,A,26691,18.94,0.64,N,21,0.17,0,0.38,19,0,0,0
24,39719.69,MORTGAGE,17,DEBTCONSOLIDATION,B,11945,10.5,0.3,Y,10,0.41,2,0.09,22,0,0,0
37,46330.51,MORTGAGE,38,DEBTCONSOLIDATION,E,47277,23.02,1.02,Y,24,0.21,1,0.41,18,1,0,1
25,35951.76,MORTGAGE,35,EDUCATION,D,45013,7.59,1.25,Y,18,0.41,1,0.22,11,0,0,0
40,19097.14,RENT,32,EDUCATION,G,6267,21.64,0.33,Y,13,0.41,1,0.23,2,0,0,1
59,49339.71,MORTGAGE,29,DEBTCONSOLIDATION,B,22924,6.23,0.46,Y,23,0.55,1,0.04,28,0,0,0
41,18549.41,MORTGAGE,3,VENTURE,D,45052,24.17,2.43,N,19,0.49,0,0.08,4,0,1,1
62,79785.96,OWN,11,VENTURE,E,43415,11.67,0.54,N,11,0.53,0,0.27,6,0,1,1
48,63261.73,MORTGAGE,37,PERSONAL,D,29314,6.06,0.46,N,2,0.38,0,0.29,25,0,0,0
44,42140.34,MORTGAGE,34,VENTURE,C,29000,17.89,0.69,N,23,0.58,0,0.1,12,0,0,1
38,55190.23,MORTGAGE,30,VENTURE,E,13097,15.06,0.24,N,4,0.53,0,0.43,20,0,0,0
22,33225.79,MORTGAGE,28,HOMEIMPROVEMENT,C,35247,18.83,1.06,Y,27,0.58,1,0.2,22,0,0,0
59,33463.86,MORTGAGE,24,VENTURE,E,25783,5.39,0.77,N,17,0.49,0,0.19,8,0,0,0
49,80436.8,MORTGAGE,38,HOMEIMPROVEMENT,G,31240,18.67,0.39,N,24,0.49,0,0.28,11,0,0,0
52,68973.22,RENT,37,VENTURE,C,23350,23.24,0.34,N,26,0.15,0,0.27,16,1,0,0
39,37629.52,MORTGAGE,28,MEDICAL,E,19684,9.65,0.52,N,15,0.34,0,0.51,5,1,0,0
27,64474.85,RENT,8,DEBTCONSOLIDATION,E,10672,24.88,0.17,N,16,0.53,0,0.21,2,1,0,1
34,93622.89,RENT,0,DEBTCONSOLIDATION,B,43571,18.67,0.47,N,16,0.16,0,0.23,18,0,1,1
28,57978.45,OWN,9,HOMEIMPROVEMENT,A,20904,14.28,0.36,N,26,0.23,0,0.35,21,0,0,0
29,154487.95,RENT,19,HOMEIMPROVEMENT,A,38289,6.09,0.25,Y,14,0.11,1,0.38,10,1,0,0
56,34435.5,RENT,18,HOMEIMPROVEMENT,F,40159,25.0,1.17,Y,16,0.17,1,0.51,2,0,0,1
40,41819.89,OWN,22,EDUCATION,A,47312,10.75,1.13,N,10,0.34,0,0.03,11,0,0,0
39,43477.6,RENT,37,PERSONAL,A,14780,12.77,0.34,N,9,0.32,0,0.28,12,0,0,0
42,49196.09,RENT,23,VENTURE,B,7829,22.07,0.16,N,17,0.43,0,0.34,18,1,0,0
47,128175.3,MORTGAGE,7,VENTURE,E,13020,18.98,0.1,N,5,0.2,0,0.3,5,0,0,0
64,49983.67,MORTGAGE,11,HOMEIMPROVEMENT,G,34402,24.84,0.69,N,17,0.48,0,0.3,4,0,0,1
59,65204.7,MORTGAGE,36,MEDICAL,A,39656,15.01,0.61,Y,24,0.26,1,0.43,4,1,0,0
25,84035.54,MORTGAGE,19,VENTURE,A,28130,14.56,0.33,N,29,0.36,0,0.65,12,0,0,0
44,138564.03,MORTGAGE,0,EDUCATION,G,32212,12.26,0.23,N,25,0.33,0,0.38,11,1,0,0
33,42020.76,RENT,18,DEBTCONSOLIDATION,A,21848,16.23,0.52,N,27,0.34,0,0.37,29,0,0,0
30,80674.98,RENT,34,DEBTCONSOLIDATION,A,49287,7.81,0.61,N,14,0.17,0,0.48,10,1,0,0
53,89886.75,RENT,28,DEBTCONSOLIDATION,B,18461,13.84,0.21,N,11,0.23,0,0.39,22,0,0,0
63,66239.79,MORTGAGE,19,DEBTCONSOLIDATION,G,40376,13.76,0.61,N,7,0.14,0,0.18,3,0,0,0
47,42959.67,MORTGAGE,5,DEBTCONSOLIDATION,D,34286,6.27,0.8,N,14,0.25,0,0.45,7,1,0,0
44,32742.3,MORTGAGE,2,HOMEIMPROVEMENT,A,13600,13.61,0.42,N,8,0.21,0,0.47,28,0,0,0
22,96332.16,RENT,6,VENTURE,E,41940,15.29,0.44,Y,25,0.17,2,0.47,20,0,0,1
48,40812.24,MORTGAGE,38,PERSONAL,D,19943,19.38,0.49,N,17,0.22,0,0.26,3,1,1,1
21,39730.73,MORTGAGE,31,DEBTCONSOLIDATION,D,1538,17.95,0.04,Y,10,0.32,2,0.08,19,0,0,1
39,36474.32,MORTGAGE,24,PERSONAL,A,6823,15.1,0.19,N,25,0.29,0,0.1,25,0,0,0
21,33963.85,RENT,19,VENTURE,D,14047,15.62,0.41,N,28,0.15,0,0.47,18,1,0,1
28,81036.72,OWN,4,HOMEIMPROVEMENT,G,29229,22.9,0.36,Y,4,0.5,1,0.2,29,0,0,1
21,39990.01,MORTGAGE,20,EDUCATION,D,25920,24.78,0.65,N,29,0.56,0,0.08,9,0,0,0
63,102711.16,RENT,38,HOMEIMPROVEMENT,C,14797,19.1,0.14,Y,11,0.12,1,0.26,8,0,0,0
37,116664.36,OWN,33,MEDICAL,B,23424,21.99,0.2,N,6,0.13,0,0.46,12,1,0,0
38,92804.32,MORTGAGE,33,PERSONAL,D,8518,14.32,0.09,N,2,0.33,0,0.36,20,0,0,0
43,79322.48,RENT,3,EDUCATION,E,29773,6.61,0.38,Y,21,0.21,2,0.25,4,0,0,0
58,85373.3,RENT,27,VENTURE,C,34944,7.77,0.41,N,29,0.42,0,0.61,10,0,0,0
59,41261.42,MORTGAGE,27,EDUCATION,E,17332,14.72,0.42,N,22,0.42,0,0.21,12,1,0,0
28,78568.3,MORTGAGE,4,VENTURE,B,33007,21.02,0.42,N,20,0.51,0,0.51,13,0,0,1
52,91461.89,MORTGAGE,8,PERSONAL,A,43567,5.7,0.48,N,16,0.33,0,0.09,16,1,0,0
32,68415.39,RENT,30,DEBTCONSOLIDATION,A,5251,9.56,0.08,Y,9,0.36,2,0.77,18,0,0,0
37,38047.22,OWN,0,PERSONAL,G,33357,22.73,0.88,N,17,0.28,0,0.4,6,3,0,1
61,47726.52,RENT,9,DEBTCONSOLIDATION,G,26507,7.5,0.56,N,3,0.41,0,0.09,7,1,0,0
49,91977.33,MORTGAGE,30,EDUCATION,E,5700,7.55,0.06,Y,22,0.24,1,0.12,26,2,0,0
27,36892.62,MORTGAGE,34,EDUCATION,B,31436,10.81,0.85,Y,7,0.45,2,0.24,17,0,0,0
50,41088.67,RENT,2,EDUCATION,G,29241,7.08,0.71,N,20,0.43,0,0.16,3,0,0,0
32,135214.31,OWN,4,DEBTCONSOLIDATION,D,13582,19.75,0.1,Y,29,0.25,1,0.48,12,0,0,0
50,45119.31,MORTGAGE,38,MEDICAL,D,15488,20.0,0.34,Y,8,0.46,1,0.11,6,0,0,0
44,33003.61,RENT,13,HOMEIMPROVEMENT,D,41851,5.4,1.27,Y,20,0.2,1,0.22,7,0,0,0
36,33909.74,MORTGAGE,3,PERSONAL,G,9694,17.41,0.29,N,11,0.36,0,0.03,15,1,0,0
47,23378.42,RENT,12,VENTURE,B,19819,8.03,0.85,N,3,0.19,0,0.19,8,3,0,1
56,66706.33,RENT,22,EDUCATION,C,9406,22.79,0.14,N,22,0.23,0,0.18,25,0,0,0
22,32511.16,MORTGAGE,39,VENTURE,B,44987,9.5,1.38,Y,28,0.23,1,0.21,14,0,0,0
58,69669.01,RENT,24,MEDICAL,B,7670,7.6,0.11,N,22,0.53,0,0.26,29,2,0,0
63,33455.83,MORTGAGE,29,VENTURE,B,17578,16.24,0.53,N,19,0.34,0,0.14,9,0,1,1
41,50695.33,MORTGAGE,25,EDUCATION,D,44068,5.1,0.87,N,27,0.21,0,0.49,21,2,0,0
54,73188.31,MORTGAGE,18,DEBTCONSOLIDATION,F,41199,18.14,0.56,N,24,0.34,0,0.2,15,0,0,0
45,56932.09,MORTGAGE,0,DEBTCONSOLIDATION,D,24750,8.05,0.43,N,15,0.44,0,0.43,22,0,0,1
55,71052.7,MORTGAGE,29,EDUCATION,B,45137,17.12,0.64,N,10,0.16,0,0.25,2,0,0,0
50,65450.09,RENT,35,HOMEIMPROVEMENT,G,25755,7.94,0.39,N,7,0.43,0,0.31,24,0,0,0
43,96252.87,MORTGAGE,3,EDUCATION,C,38936,21.45,0.4,N,19,0.36,0,0.39,23,1,0,0
50,170841.23,MORTGAGE,22,MEDICAL,C,8603,10.89,0.05,N,28,0.29,0,0.7,28,1,0,0
33,92846.35,RENT,4,MEDICAL,D,23108,18.54,0.25,N,15,0.31,0,0.22,27,0,0,0
52,79584.57,RENT,35,EDUCATION,F,7879,20.44,0.1,N,25,0.21,0,0.22,14,2,0,0
43,39709.98,RENT,0,EDUCATION,E,14524,15.13,0.37,N,2,0.38,0,0.67,2,2,0,0
31,43680.19,MORTGAGE,3,PERSONAL,G,2455,7.96,0.06,N,2,0.59,0,0.36,13,1,0,0
23,24846.9,RENT,15,DEBTCONSOLIDATION,C,49539,17.2,1.99,N,14,0.58,0,0.25,10,0,0,1
41,57274.85,OWN,38,HOMEIMPROVEMENT,G,22086,15.79,0.39,N,26,0.47,0,0.33,13,0,0,0
52,33790.12,MORTGAGE,36,VENTURE,D,41119,7.61,1.22,N,24,0.16,0,0.22,20,1,0,0
42,54968.6,RENT,39,DEBTCONSOLIDATION,G,27097,23.32,0.49,N,28,0.39,0,0.21,24,0,0,1
21,37437.55,MORTGAGE,25,PERSONAL,B,13128,21.16,0.35,N,28,0.22,0,0.13,26,1,0,0
54,40285.78,RENT,11,EDUCATION,G,41409,19.57,1.03,Y,21,0.22,1,0.36,2,1,0,1
28,85812.4,MORTGAGE,35,MEDICAL,F,29983,12.94,0.35,Y,22,0.37,2,0.28,12,0,0,0
33,79474.89,RENT,2,VENTURE,G,24969,6.53,0.31,Y,10,0.32,1,0.31,15,0,0,0
40,56328.72,MORTGAGE,18,VENTURE,B,31415,17.75,0.56,N,16,0.58,0,0.24,17,2,0,0
64,82172.26,MORTGAGE,23,EDUCATION,F,14195,22.29,0.17,N,28,0.21,0,0.22,7,0,0,0
28,40072.79,MORTGAGE,12,DEBTCONSOLIDATION,E,47163,5.09,1.18,Y,22,0.12,1,0.28,16,0,0,0
64,97528.09,MORTGAGE,11,PERSONAL,D,42390,22.5,0.43,N,3,0.1,0,0.28,10,0,0,1
54,77648.78,MORTGAGE,29,DEBTCONSOLIDATION,C,10535,11.62,0.14,Y,5,0.6,1,0.18,7,1,0,0
62,81661.36,RENT,31,PERSONAL,F,23841,18.02,0.29,N,13,0.55,0,0.2,10,0,0,0
58,37913.68,MORTGAGE,7,DEBTCONSOLIDATION,F,38847,7.83,1.02,N,27,0.35,0,0.2,21,1,0,0
31,44157.77,MORTGAGE,30,PERSONAL,F,38369,6.6,0.87,N,24,0.59,0,0.24,8,2,0,1
50,50460.68,RENT,6,HOMEIMPROVEMENT,G,6199,23.28,0.12,Y,17,0.33,1,0.35,5,0,0,0
22,47039.99,MORTGAGE,31,DEBTCONSOLIDATION,A,30916,15.19,0.66,N,12,0.14,0,0.41,23,1,0,0
46,61347.18,RENT,29,HOMEIMPROVEMENT,F,29316,24.74,0.48,N,13,0.53,0,0.4,5,1,0,1
23,84596.99,MORTGAGE,2,EDUCATION,B,36212,22.96,0.43,N,16,0.27,0,0.07,9,0,0,0
41,56457.82,RENT,29,EDUCATION,A,24064,9.29,0.43,N,18,0.41,0,0.45,9,1,0,0
40,58579.07,RENT,29,EDUCATION,C,27446,21.33,0.47,Y,10,0.3,1,0.2,19,0,0,0
38,28692.61,RENT,26,DEBTCONSOLIDATION,G,22881,10.28,0.8,Y,19,0.28,2,0.48,6,1,0,1
49,59166.57,MORTGAGE,13,EDUCATION,D,45115,16.2,0.76,Y,13,0.51,1,0.34,29,1,0,1
25,47076.79,RENT,4,DEBTCONSOLIDATION,G,37476,16.82,0.8,Y,28,0.55,1,0.29,24,0,0,1
25,39036.63,RENT,22,VENTURE,E,3132,21.6,0.08,N,5,0.56,0,0.32,18,1,0,1
52,61843.08,RENT,18,PERSONAL,C,16082,14.68,0.26,N,12,0.1,0,0.13,15,1,0,0
50,59472.81,MORTGAGE,10,HOMEIMPROVEMENT,F,10090,13.8,0.17,Y,13,0.16,1,0.08,27,0,0,0
45,73707.47,MORTGAGE,20,EDUCATION,C,34473,19.04,0.47,N,4,0.43,0,0.18,24,0,0,0
37,43643.64,MORTGAGE,21,PERSONAL,D,38132,6.73,0.87,N,12,0.11,0,0.36,21,0,0,0
51,47796.57,OWN,5,PERSONAL,F,3843,16.91,0.08,Y,26,0.55,1,0.03,22,1,0,1
44,57618.5,RENT,12,EDUCATION,G,3847,24.77,0.07,N,14,0.23,0,0.29,23,1,1,0
61,83465.45,MORTGAGE,13,MEDICAL,C,15475,20.71,0.19,Y,17,0.29,1,0.51,9,1,0,0
62,40797.05,OWN,38,EDUCATION,G,45197,12.24,1.11,N,15,0.53,0,0.26,28,0,0,0
62,82133.22,MORTGAGE,1,VENTURE,B,37955,17.42,0.46,Y,8,0.28,2,0.33,28,0,0,1
45,42854.08,MORTGAGE,0,MEDICAL,B,44838,14.84,1.05,N,22,0.42,0,0.4,25,0,0,1
31,79598.31,RENT,13,EDUCATION,B,10173,14.03,0.13,Y,9,0.14,1,0.1,14,1,0,0
28,89713.58,RENT,17,VENTURE,B,9480,17.85,0.11,N,15,0.38,0,0.14,29,0,0,0
35,119490.27,MORTGAGE,4,DEBTCONSOLIDATION,E,3096,8.08,0.03,N,8,0.26,0,0.19,12,1,0,0
31,44823.01,MORTGAGE,30,EDUCATION,A,14721,13.93,0.33,N,13,0.38,0,0.03,29,0,0,0
38,33535.1,MORTGAGE,14,PERSONAL,C,11138,9.55,0.33,N,8,0.37,0,0.48,25,1,0,0
33,98666.46,MORTGAGE,30,MEDICAL,C,15089,8.31,0.15,Y,10,0.33,2,0.18,7,0,0,0
41,25820.26,RENT,12,HOMEIMPROVEMENT,A,26171,12.64,1.01,N,20,0.2,0,0.53,5,1,0,0
36,29774.31,RENT,32,EDUCATION,G,22979,15.6,0.77,N,21,0.45,0,0.13,7,2,0,1
30,55749.38,RENT,27,MEDICAL,E,9678,17.33,0.17,N,7,0.53,0,0.3,17,2,0,1
37,41522.85,RENT,6,EDUCATION,A,5577,20.19,0.13,N,6,0.44,0,0.55,15,0,0,0
45,102789.25,MORTGAGE,27,PERSONAL,A,3886,15.5,0.04,N,7,0.56,0,0.3,3,0,0,0
64,81771.54,RENT,4,VENTURE,E,32917,6.45,0.4,N,9,0.41,0,0.37,19,1,0,0
55,46186.39,RENT,16,VENTURE,C,39078,15.75,0.85,Y,13,0.43,1,0.28,24,0,0,1
30,32628.64,RENT,25,DEBTCONSOLIDATION,C,12752,6.11,0.39,N,23,0.48,0,0.29,9,1,0,0
35,60218.3,MORTGAGE,2,PERSONAL,F,2335,6.21,0.04,N,6,0.18,0,0.21,19,0,0,0
54,96512.68,MORTGAGE,14,PERSONAL,E,11720,14.79,0.12,N,8,0.13,0,0.49,18,0,0,0
42,37922.7,MORTGAGE,31,DEBTCONSOLIDATION,E,19295,22.34,0.51,N,22,0.57,0,0.1,10,0,0,1
39,112804.58,RENT,29,EDUCATION,G,38627,22.26,0.34,N,15,0.47,0,0.33,21,1,0,0
25,84128.76,RENT,31,EDUCATION,E,11849,9.91,0.14,Y,25,0.46,1,0.34,29,1,0,0
58,88044.03,OWN,24,DEBTCONSOLIDATION,E,13179,20.19,0.15,Y,3,0.53,1,0.14,10,1,0,1
23,74132.36,MORTGAGE,22,DEBTCONSOLIDATION,G,37027,15.71,0.5,N,27,0.35,0,0.45,3,0,0,0
64,39504.67,RENT,6,PERSONAL,E,10556,9.82,0.27,N,12,0.21,0,0.4,24,0,0,0
34,90179.04,RENT,9,DEBTCONSOLIDATION,A,40446,20.2,0.45,N,17,0.39,0,0.44,13,1,0,0
62,33975.98,MORTGAGE,34,MEDICAL,A,17778,12.99,0.52,Y,12,0.13,1,0.14,25,0,0,0
63,65722.47,RENT,19,EDUCATION,A,18671,6.6,0.28,Y,10,0.35,2,0.6,25,0,0,0
29,18204.42,OWN,26,MEDICAL,F,39804,19.95,2.19,Y,19,0.52,1,0.05,17,1,0,1
46,81499.71,MORTGAGE,36,EDUCATION,B,25521,22.52,0.31,N,20,0.31,0,0.55,4,0,0,0
46,45945.81,RENT,24,VENTURE,A,31540,8.5,0.69,N,12,0.15,0,0.18,22,1,0,0
21,46286.54,MORTGAGE,13,MEDICAL,E,40907,14.75,0.88,N,20,0.32,0,0.34,16,1,0,0
39,79322.03,RENT,3,EDUCATION,G,19897,8.62,0.25,N,8,0.26,0,0.38,9,0,0,0
60,42227.23,RENT,35,HOMEIMPROVEMENT,G,44914,12.33,1.06,Y,16,0.37,1,0.49,13,2,0,0
45,53236.47,RENT,17,DEBTCONSOLIDATION,E,3045,16.65,0.06,N,9,0.5,0,0.12,4,0,0,0
59,105394.11,MORTGAGE,36,VENTURE,D,7203,15.86,0.07,N,3,0.59,0,0.51,18,1,0,0
46,48687.13,MORTGAGE,5,DEBTCONSOLIDATION,B,3958,21.89,0.08,N,10,0.47,0,0.11,26,0,0,0
43,58738.76,RENT,9,DEBTCONSOLIDATION,G,25035,8.44,0.43,N,14,0.26,0,0.33,14,0,0,0
42,75289.89,MORTGAGE,1,HOMEIMPROVEMENT,F,15045,15.66,0.2,N,5,0.29,0,0.22,4,0,0,0
61,32739.3,RENT,1,DEBTCONSOLIDATION,E,21832,7.55,0.67,N,21,0.56,0,0.39,9,1,0,1
