transaction_id,amount,hour,day_of_week,is_weekend,card_age_days,credit_limit,available_credit,transactions_last_24h,transactions_last_week,avg_transaction_amount,distance_from_home,distance_from_last_transaction,is_online,is_international,pin_entered,chip_used,is_fraud,merchant_gas,merchant_online,merchant_other,merchant_restaurant,merchant_retail,merchant_travel
CC009158,32.41,5,0,0,967,500000,326384.31,3,7,21.12,22.11,11.35,0,0,1,0,0,False,False,False,True,False,False
CC009159,42.15,12,0,0,1346,50000,11316.16,2,9,302.17,23.3,3.86,0,0,1,1,0,False,False,True,False,False,False
CC009160,1170.71,4,4,0,1498,100000,46072.07,1,12,107.03,6.38,2.37,0,0,1,0,0,True,False,False,False,False,False
CC009161,14.11,3,5,1,1148,500000,185198.81,1,12,203.29,6.36,0.52,1,0,1,1,0,False,False,False,False,True,False
CC009162,245.95,13,4,0,3165,200000,118191.61,1,8,4.37,2.48,5.48,0,0,1,1,0,False,True,False,False,False,False
CC009163,179.36,11,3,0,2207,200000,197970.07,4,7,75.58,32.39,6.39,1,0,1,1,0,False,False,True,False,False,False
CC009164,0.73,22,2,0,2091,50000,35358.16,3,6,7.35,2.0,13.13,0,0,0,0,0,False,True,False,False,False,False
CC009165,863.13,22,2,0,1742,50000,47863.95,1,13,46.38,1.72,3.55,0,0,1,1,0,False,False,False,False,False,True
CC009166,371.66,22,3,0,1732,100000,40934.03,2,13,22.37,1.23,24.81,1,0,1,0,0,False,False,False,True,False,False
CC009167,3.25,8,2,0,2984,100000,59349.11,2,10,860.09,0.43,0.46,1,0,1,0,0,False,False,True,False,False,False
CC009168,5.26,9,4,0,2418,50000,39912.52,1,12,18.03,18.49,1.91,1,0,1,1,0,False,True,False,False,False,False
CC009169,38.13,16,6,1,1817,50000,10304.63,0,7,315.29,2.72,0.76,0,0,1,0,0,False,False,True,False,False,False
CC009170,106.14,7,1,0,2351,100000,75667.29,6,8,38.3,15.59,1.73,1,0,1,1,0,False,True,False,False,False,False
CC009171,12.3,13,4,0,753,50000,32399.34,3,11,39.38,17.5,0.91,1,0,0,1,0,False,False,False,False,False,True
CC009172,241.14,4,5,1,3372,100000,81430.3,1,8,345.45,4.04,4.5,0,0,1,1,0,False,True,False,False,False,False
CC009173,4.03,11,6,1,2239,500000,480155.75,2,13,28.97,5.05,2.36,0,0,0,1,0,False,False,False,False,False,True
CC009174,11.25,22,0,0,2184,500000,308860.88,2,12,20.34,13.57,4.67,0,0,1,1,0,False,False,False,True,False,False
CC009175,0.6,19,1,0,2841,200000,54340.91,2,12,26.96,0.27,0.65,0,1,1,1,0,True,False,False,False,False,False
CC009176,4.69,21,4,0,3447,500000,375341.59,2,7,9.27,32.48,0.11,1,0,1,1,0,False,True,False,False,False,False
CC009177,7.84,2,6,1,2628,50000,19731.41,3,11,182.11,15.29,0.34,0,0,0,0,0,False,False,False,True,False,False
CC009178,158.6,9,1,0,606,500000,435991.06,1,8,1378.9,16.42,2.7,1,1,1,1,0,False,True,False,False,False,False
CC009179,85.61,11,3,0,1032,500000,442659.16,1,10,2.51,2.43,1.79,0,0,1,1,0,False,False,True,False,False,False
CC009180,0.51,17,3,0,393,500000,172406.33,1,5,25.65,4.15,5.23,1,0,0,1,0,False,True,False,False,False,False
CC009181,2.05,12,2,0,3583,50000,45701.71,0,4,3.09,5.11,7.9,0,0,1,1,0,False,False,False,True,False,False
CC009182,350.29,2,2,0,504,200000,40527.4,3,9,7.79,46.28,0.2,0,0,0,0,0,False,False,False,False,True,False
CC009183,153.58,16,6,1,1334,200000,61343.19,3,14,41.57,20.31,13.09,1,0,1,1,0,False,False,False,False,False,True
CC009184,106.62,17,4,0,1314,500000,301637.91,4,15,952.03,10.44,4.05,1,0,0,1,0,False,False,True,False,False,False
CC009185,25.56,6,0,0,1858,200000,42612.28,1,7,22.29,6.7,2.74,0,0,1,1,0,False,False,False,True,False,False
CC009186,301.0,16,0,0,1379,200000,170900.36,1,10,28.0,7.09,4.1,0,0,0,0,0,False,False,False,False,True,False
CC009187,43.47,22,3,0,1601,500000,146047.78,3,9,137.75,8.79,10.67,0,0,1,0,0,False,False,False,False,False,True
CC009188,340.13,7,6,1,538,500000,347817.02,2,7,237.56,4.05,11.79,1,0,1,1,0,False,False,False,False,False,True
CC009189,58.22,1,1,0,3481,50000,35687.03,1,10,194.25,3.04,3.33,0,0,1,1,0,False,True,False,False,False,False
CC009190,2.51,22,0,0,676,200000,81124.07,3,7,16.34,7.39,1.12,1,0,1,1,0,False,False,False,False,False,True
CC009191,25.93,6,5,1,1278,200000,199312.91,2,9,5.34,1.05,2.77,1,0,0,0,0,False,False,False,False,False,True
CC009192,2897.94,4,1,0,2726,50000,34857.98,1,4,144.48,20.05,0.58,0,0,1,1,0,False,False,False,True,False,False
CC009193,25.39,12,0,0,693,500000,181285.12,2,9,13.86,21.93,2.29,0,0,1,1,0,False,True,False,False,False,False
CC009194,794.69,6,3,0,1687,500000,465010.36,3,21,14.2,0.39,0.96,1,0,1,1,0,False,True,False,False,False,False
CC009195,734.93,15,2,0,1206,50000,13747.9,1,9,38.39,3.17,2.3,1,0,1,1,0,False,False,False,True,False,False
CC009196,220.62,1,6,1,2187,500000,366262.39,4,6,286.79,21.58,10.97,1,0,1,1,0,True,False,False,False,False,False
CC009197,45.43,2,5,1,2462,200000,136146.1,2,8,1080.2,21.75,2.7,1,0,1,1,0,False,True,False,False,False,False
CC009198,1566.55,17,6,1,2613,200000,97285.14,0,9,6.9,35.05,15.69,1,1,1,1,0,False,False,False,False,False,True
CC009199,3.78,23,1,0,2645,500000,480895.15,0,12,371.88,2.32,3.37,0,0,0,0,0,True,False,False,False,False,False
CC009200,25.96,8,3,0,2034,500000,100212.62,3,12,92.52,15.12,0.04,1,0,1,1,0,False,False,False,False,True,False
CC009201,0.89,1,0,0,273,100000,45079.98,3,17,59.86,0.93,21.07,1,0,1,1,0,False,False,False,False,True,False
CC009202,21.38,13,5,1,2091,50000,41393.05,2,15,5.53,15.39,0.85,0,0,1,1,0,True,False,False,False,False,False
CC009203,342.24,17,3,0,1863,500000,486572.98,3,10,5.87,0.91,1.19,1,1,0,1,0,False,False,True,False,False,False
CC009204,201.26,21,1,0,1244,200000,181527.0,2,8,84.01,32.68,3.77,1,0,0,1,0,False,False,False,False,False,True
CC009205,16.77,15,5,1,3301,50000,29159.17,3,11,31.21,1.15,10.82,1,0,1,1,0,False,False,False,False,False,True
CC009206,15.14,4,5,1,1519,100000,50738.06,3,11,27.3,1.32,4.61,0,0,1,0,0,False,False,False,False,True,False
CC009207,127.77,4,5,1,1914,500000,430076.02,5,11,3.88,4.58,3.54,0,0,0,1,0,False,False,False,False,True,False
CC009208,114.21,7,1,0,3307,100000,66645.78,0,5,30.55,9.4,2.87,1,0,1,1,0,False,False,False,False,False,True
CC009209,1.67,6,2,0,3309,50000,30363.87,3,13,67.6,3.62,3.83,0,0,0,1,0,False,False,False,False,False,True
CC009210,20.38,19,4,0,897,200000,108686.29,2,12,212.94,1.04,12.65,0,0,0,0,0,True,False,False,False,False,False
CC009211,113.18,2,1,0,1981,500000,185272.44,0,10,1.65,13.93,17.68,0,0,1,1,0,False,False,False,False,False,True
CC009212,62.48,15,5,1,214,50000,47784.69,2,10,98.52,13.82,3.02,1,0,1,1,0,False,True,False,False,False,False
CC009213,0.69,3,2,0,2601,500000,408677.75,3,10,9.61,4.78,1.17,1,0,1,0,0,False,True,False,False,False,False
CC009214,20.03,5,2,0,794,50000,28433.39,1,13,69.5,11.18,6.0,0,0,1,0,0,False,False,False,False,True,False
CC009215,1.69,0,5,1,2006,200000,117894.87,2,13,11.14,10.12,1.11,0,0,1,1,0,False,False,False,False,True,False
CC009216,370.31,17,6,1,1257,500000,466619.99,3,10,29.67,30.65,5.73,0,0,1,1,0,False,False,False,False,True,False
CC009217,78.15,13,0,0,3265,50000,44766.6,1,10,16.32,4.19,6.6,0,0,0,1,0,False,False,False,True,False,False
CC009218,14.43,11,4,0,2636,100000,83676.33,5,9,1201.6,7.89,0.3,0,0,0,1,0,False,False,True,False,False,False
CC009219,353.51,19,2,0,1571,200000,107209.09,5,14,47.32,3.72,1.35,0,0,0,1,0,True,False,False,False,False,False
CC009220,24.92,5,0,0,3359,200000,80436.18,1,9,44.54,0.71,4.25,1,0,0,1,0,False,False,False,False,False,True
CC009221,404.07,10,1,0,133,50000,26933.07,1,8,3.84,25.98,2.4,1,1,1,0,0,False,False,False,False,True,False
CC009222,35.95,0,4,0,966,50000,39229.0,2,8,38.09,1.05,4.7,0,0,1,0,0,False,False,True,False,False,False
CC009223,341.86,15,5,1,3457,50000,13254.56,5,7,6.47,15.95,0.96,1,0,1,1,0,False,False,False,False,True,False
CC009224,2.6,7,1,0,3493,200000,124858.41,2,13,62.33,3.1,3.68,1,0,1,0,0,False,False,False,False,True,False
CC009225,294.94,21,6,1,2020,100000,83103.61,2,5,39.75,0.36,7.42,1,0,1,1,0,False,False,False,False,True,False
CC009226,22.75,19,4,0,1164,200000,40480.06,1,13,40.95,14.18,4.73,1,0,1,1,0,False,True,False,False,False,False
CC009227,418.57,20,6,1,302,500000,380570.95,2,6,586.72,18.95,2.42,0,0,0,1,0,False,True,False,False,False,False
CC009228,47.52,22,1,0,2565,100000,43942.61,2,10,9.9,13.93,1.72,1,0,1,1,0,False,False,False,True,False,False
CC009229,2462.14,17,1,0,242,50000,31733.87,0,12,3.05,22.75,6.94,0,1,1,1,0,True,False,False,False,False,False
CC009230,804.89,1,5,1,1275,100000,97669.26,2,5,3.09,15.94,0.69,0,0,1,1,0,False,False,False,True,False,False
CC009231,2.38,6,2,0,2153,50000,31215.98,2,12,53.61,9.77,9.45,0,0,1,1,0,False,False,False,False,True,False
CC009232,13.77,13,5,1,2359,50000,43907.37,1,15,62.06,26.83,1.78,1,0,0,1,0,False,True,False,False,False,False
CC009233,16.42,4,4,0,2538,50000,18768.56,3,5,38.72,12.97,2.07,0,0,1,0,0,False,False,False,False,False,True
CC009234,478.88,0,1,0,2917,50000,22381.29,0,4,3.03,13.14,3.49,0,1,1,1,0,False,False,True,False,False,False
CC009235,316.79,19,3,0,113,200000,52095.03,2,6,36.88,25.15,0.16,0,0,1,1,0,False,False,False,False,True,False
CC009236,90.57,21,1,0,812,200000,136226.46,4,9,156.13,1.35,2.04,0,0,1,1,0,False,False,False,False,True,False
CC009237,1.26,16,2,0,2077,100000,62372.75,0,10,4.94,9.17,0.5,0,1,0,1,0,True,False,False,False,False,False
CC009238,216.01,9,4,0,3428,200000,110169.59,2,13,7.63,9.34,5.65,0,0,1,1,0,False,False,False,False,False,True
CC009239,452.67,12,6,1,834,200000,191105.52,5,9,500.87,15.18,2.46,0,0,1,1,0,False,False,False,False,False,True
CC009240,76.76,20,1,0,2060,200000,95242.43,4,8,6.79,12.17,0.63,1,1,1,1,0,False,False,False,False,False,True
CC009241,3205.61,15,6,1,242,100000,20109.49,3,9,410.13,23.73,2.33,1,0,1,1,0,False,False,False,False,True,False
CC009242,13.37,0,4,0,3612,100000,51660.68,2,3,37.96,7.82,0.89,0,0,0,1,0,False,False,False,False,True,False
CC009243,33.65,7,4,0,378,200000,139022.53,0,9,364.6,3.64,0.98,0,0,0,0,0,False,False,False,False,False,True
CC009244,24.42,17,4,0,490,200000,194922.26,1,13,6.43,8.85,1.1,0,0,1,1,0,False,False,False,False,True,False
CC009245,245.89,10,0,0,132,100000,53270.22,5,7,64.28,28.79,1.9,0,0,0,1,0,True,False,False,False,False,False
CC009246,229.92,8,2,0,2710,500000,364832.31,4,11,32.24,17.27,0.49,1,0,1,1,0,False,False,False,False,True,False
CC009247,11.61,18,4,0,3140,200000,178198.94,1,6,31.87,15.12,1.53,0,0,0,0,0,False,True,False,False,False,False
CC009248,790.1,23,6,1,722,50000,29550.06,3,10,100.08,2.56,0.92,0,0,1,1,0,False,False,False,False,True,False
CC009249,344.35,19,1,0,1654,500000,120965.29,3,9,268.21,10.02,5.71,0,0,1,1,0,True,False,False,False,False,False
CC009250,12.09,22,4,0,2588,500000,130561.55,6,12,103.08,4.01,1.71,0,0,1,1,0,False,True,False,False,False,False
CC009251,4.27,3,0,0,1094,500000,149672.98,6,12,52.99,7.18,4.51,0,0,1,1,0,False,False,False,False,True,False
CC009252,715.9,13,3,0,2902,50000,33778.35,1,9,101.72,3.98,6.37,0,0,0,1,0,False,False,False,False,False,True
CC009253,562.37,15,3,0,2305,100000,25972.09,0,13,50.77,4.98,2.28,0,0,0,0,0,False,False,True,False,False,False
CC009254,362.9,4,2,0,60,200000,52260.14,1,8,98.31,5.46,1.19,1,0,1,1,0,False,False,True,False,False,False
CC009255,68.96,1,1,0,3533,500000,138870.71,1,7,138.84,7.28,5.04,1,0,1,1,0,False,False,False,True,False,False
CC009256,315.32,22,1,0,2036,100000,38314.94,3,14,129.3,4.03,1.66,1,0,1,1,0,False,False,False,True,False,False
CC009257,5.12,7,2,0,3223,200000,152976.87,4,7,12.36,2.59,2.71,0,0,1,1,0,False,False,False,False,True,False
CC009258,140.44,16,6,1,2925,500000,497128.88,0,15,8.49,5.51,3.65,0,0,1,1,0,False,False,True,False,False,False
CC009259,3.25,17,2,0,3369,200000,127737.01,1,6,125.91,36.29,2.18,1,0,1,1,0,False,False,True,False,False,False
CC009260,17.14,10,2,0,2212,50000,21669.25,3,12,7.44,5.02,6.24,0,0,1,1,0,False,False,True,False,False,False
CC009261,132.19,13,5,1,3118,100000,56384.33,2,7,0.27,8.31,0.4,0,0,1,1,0,False,False,True,False,False,False
CC009262,22.5,0,5,1,2768,200000,148268.37,1,8,1.34,4.95,4.33,1,0,1,1,0,False,False,False,False,False,True
CC009263,27.45,1,2,0,494,50000,31603.19,5,8,265.27,2.6,2.49,1,0,1,1,0,False,False,False,False,False,True
CC009264,812.11,21,3,0,3020,50000,19716.67,3,6,83.52,0.87,5.08,1,0,0,1,0,False,False,True,False,False,False
CC009265,1.75,0,0,0,899,50000,41808.76,1,11,21.11,26.32,5.53,1,0,1,0,0,False,True,False,False,False,False
CC009266,107.23,4,5,1,3343,100000,79259.81,1,7,24.42,1.91,1.39,0,0,1,1,0,False,False,False,False,False,True
CC009267,139.51,9,1,0,879,100000,89867.17,3,11,173.64,6.7,0.7,1,0,1,1,0,False,True,False,False,False,False
CC009268,38.69,16,1,0,123,500000,459607.85,3,8,28.64,12.81,4.22,1,0,1,1,0,True,False,False,False,False,False
CC009269,11791.19,0,0,0,3336,500000,261154.45,3,17,79.22,3.78,2.24,1,0,1,0,0,False,True,False,False,False,False
CC009270,7.28,10,4,0,1887,50000,39974.94,2,11,14.15,3.46,9.86,0,0,0,1,0,False,False,True,False,False,False
CC009271,1.3,17,1,0,3185,500000,229206.87,3,3,49.04,10.02,1.68,0,0,1,1,0,False,False,True,False,False,False
CC009272,468.53,9,0,0,3508,100000,67013.44,4,6,0.93,14.87,2.02,0,0,0,1,0,True,False,False,False,False,False
CC009273,3.62,19,3,0,3521,100000,83005.63,2,12,18.64,0.35,10.08,0,0,1,0,0,True,False,False,False,False,False
CC009274,7.06,3,5,1,2290,500000,230258.0,4,11,28.89,10.67,0.16,1,0,1,1,0,False,False,True,False,False,False
CC009275,282.85,23,1,0,3282,500000,483400.09,2,6,69.45,16.04,0.56,0,0,0,0,0,False,True,False,False,False,False
CC009276,4.22,20,3,0,1465,200000,158137.21,1,7,386.37,2.43,1.78,0,0,1,1,0,False,False,False,False,False,True
CC009277,755.67,21,4,0,825,100000,87380.72,1,10,9.75,1.62,2.04,0,0,0,1,0,False,False,False,False,False,True
CC009278,10.46,7,5,1,3566,500000,123734.64,2,7,11.69,51.92,7.78,0,0,0,1,0,True,False,False,False,False,False
CC009279,52.6,14,3,0,1439,500000,474329.99,2,12,2.7,0.68,15.39,1,0,1,0,0,False,False,False,True,False,False
CC009280,29.32,20,2,0,2933,500000,486087.33,4,13,345.72,26.13,2.64,0,0,1,1,0,False,True,False,False,False,False
CC009281,870.87,13,0,0,69,100000,62446.12,0,8,33.66,1.72,0.8,0,0,1,1,0,False,False,False,True,False,False
CC009282,31.41,19,3,0,3316,100000,90691.17,4,10,10.99,19.19,6.6,1,0,1,1,0,True,False,False,False,False,False
CC009283,6.28,3,6,1,2784,50000,22528.56,2,12,2.82,3.07,1.11,1,0,1,1,0,False,True,False,False,False,False
CC009284,22.41,23,2,0,1674,100000,47641.64,1,10,1.22,7.55,4.3,0,0,1,1,0,False,False,True,False,False,False
CC009285,214.17,16,2,0,677,200000,59931.67,2,16,4.9,9.12,6.58,1,0,1,1,0,True,False,False,False,False,False
CC009286,65.72,4,2,0,70,500000,456497.42,3,7,9.78,3.09,0.02,1,0,1,1,0,True,False,False,False,False,False
CC009287,2.08,10,6,1,3560,50000,29319.98,1,11,28.21,32.56,9.32,0,0,1,1,0,False,False,True,False,False,False
CC009288,13.35,7,5,1,1954,50000,12079.72,0,6,18.02,1.94,2.52,0,0,1,0,0,False,False,False,False,False,True
CC009289,182.21,22,0,0,1732,500000,363688.23,2,8,29.74,3.62,0.49,0,0,0,1,0,False,False,False,False,False,True
CC009290,540.29,16,4,0,2573,50000,32797.3,3,10,49.74,20.41,1.57,1,0,0,1,0,False,True,False,False,False,False
CC009291,34.56,2,0,0,2334,50000,37117.05,5,12,245.95,0.9,0.6,1,0,1,0,0,False,False,False,True,False,False
CC009292,115.25,7,4,0,390,500000,220184.42,3,8,10.72,22.69,3.09,1,0,0,1,0,False,True,False,False,False,False
CC009293,1358.18,4,2,0,652,50000,44358.42,1,8,17.23,6.28,1.46,1,0,0,0,0,False,False,False,False,False,True
CC009294,2695.4,22,5,1,1413,200000,187311.37,2,7,64.14,1.51,2.67,1,0,1,1,0,False,False,False,False,True,False
CC009295,76.92,18,2,0,3495,100000,82092.01,1,4,31.63,3.38,0.94,1,1,0,1,0,True,False,False,False,False,False
CC009296,25058.33,19,3,0,1487,50000,13924.45,2,8,162.17,18.6,10.76,0,0,1,1,0,False,False,True,False,False,False
CC009297,1.85,8,5,1,1926,100000,46295.71,3,7,15.17,21.78,4.41,0,0,1,1,0,False,False,False,True,False,False
CC009298,52.88,17,4,0,2809,500000,442565.83,2,9,4.75,4.21,0.98,0,0,0,1,0,False,False,True,False,False,False
CC009299,1.05,6,0,0,1035,100000,74380.24,5,13,276.15,10.66,4.26,0,0,1,1,0,False,True,False,False,False,False
CC009300,55.76,2,1,0,3520,50000,39898.83,0,11,14.02,18.42,12.63,1,0,0,1,0,False,False,False,False,False,True
CC009301,74.16,20,6,1,1980,500000,368278.0,0,9,42.18,3.48,5.12,1,0,0,1,0,False,False,False,False,False,True
CC009302,871.16,7,6,1,1377,500000,476406.41,4,10,99.27,28.55,1.45,0,0,1,1,0,False,True,False,False,False,False
CC009303,92.43,14,6,1,2763,200000,87044.15,2,7,5.48,14.53,0.89,1,0,1,0,0,False,True,False,False,False,False
CC009304,242.41,20,6,1,2647,100000,56469.35,1,9,105.22,18.21,1.01,1,0,0,1,0,False,False,True,False,False,False
CC009305,10.24,18,2,0,3123,200000,122471.38,2,6,17.87,2.47,1.88,1,0,0,1,0,False,False,True,False,False,False
CC009306,400.98,0,0,0,3368,200000,157710.3,1,12,71.59,6.58,0.5,0,1,1,1,0,False,False,False,False,False,True
CC009307,9175.4,12,6,1,296,500000,192650.46,3,19,24.7,6.21,7.87,0,0,1,1,0,False,False,False,True,False,False
CC009308,901.91,23,1,0,158,200000,183510.42,0,11,8.62,2.93,4.67,0,0,0,1,0,False,False,True,False,False,False
CC009309,684.34,19,6,1,2505,200000,176427.94,1,12,1.01,0.26,18.11,0,0,0,1,0,True,False,False,False,False,False
CC009310,68.02,23,1,0,2080,500000,481983.89,2,9,13.31,4.03,5.53,0,0,1,1,0,False,False,False,True,False,False
CC009311,181.59,13,0,0,1245,200000,92851.19,1,13,8.98,3.36,0.74,0,0,1,1,0,False,False,False,True,False,False
CC009312,249.31,10,6,1,279,50000,16124.27,1,7,14.38,5.3,1.31,1,0,0,1,0,False,False,False,True,False,False
CC009313,18.28,10,0,0,2115,100000,27032.99,0,7,4.34,41.07,6.67,0,0,0,1,0,False,False,False,True,False,False
CC009314,1117.17,5,1,0,2267,500000,292119.62,3,9,2.03,30.04,6.96,1,0,1,1,0,False,False,False,False,True,False
CC009315,3.69,2,0,0,2060,200000,68169.11,4,10,19.05,47.4,7.66,1,0,1,1,0,False,False,True,False,False,False
CC009316,59.37,21,5,1,1722,200000,102096.57,4,11,71.37,16.77,3.32,0,0,1,0,0,False,False,True,False,False,False
CC009317,219.67,22,5,1,1982,50000,34611.51,5,10,166.06,2.87,5.17,1,0,0,1,0,False,False,False,True,False,False
CC009318,2.12,5,5,1,2200,100000,69700.68,2,16,3.8,36.64,1.7,1,0,0,1,0,False,True,False,False,False,False
CC009319,59.57,6,6,1,3321,500000,358148.96,2,16,92.22,15.68,2.04,0,0,1,1,0,False,False,True,False,False,False
CC009320,0.32,8,5,1,1260,50000,47468.26,2,11,65.68,13.49,18.99,1,0,1,0,0,False,True,False,False,False,False
CC009321,5.96,2,6,1,288,50000,28260.51,2,12,31.06,6.21,7.46,1,0,0,1,0,False,False,False,False,True,False
CC009322,1.21,13,5,1,155,500000,312108.29,3,7,75.8,30.78,0.96,1,0,1,1,0,True,False,False,False,False,False
CC009323,3.14,16,4,0,3224,200000,196523.01,4,11,40.99,3.36,2.01,0,0,0,1,0,True,False,False,False,False,False
CC009324,529.18,23,1,0,3006,200000,80393.64,1,17,657.76,5.44,2.07,0,0,1,1,0,False,False,False,False,True,False
CC009325,182.96,21,1,0,3577,200000,152254.79,1,16,47.95,9.87,2.6,0,0,1,1,0,False,False,False,False,False,True
CC009326,14.74,2,5,1,1833,500000,461338.01,3,12,3.01,14.87,3.56,0,1,0,1,0,False,False,True,False,False,False
CC009327,217.17,20,6,1,3642,50000,19438.35,0,12,3.16,9.42,10.51,0,0,1,0,0,False,False,False,False,True,False
CC009328,0.83,5,3,0,1152,50000,24663.76,3,10,97.73,27.38,0.71,1,0,1,1,0,False,True,False,False,False,False
CC009329,500.01,9,3,0,315,50000,47564.63,2,12,79.52,45.28,0.61,1,0,0,1,0,False,False,False,False,True,False
CC009330,12.82,7,6,1,3520,500000,457824.72,2,9,65.96,9.86,0.43,1,0,0,1,0,False,True,False,False,False,False
CC009331,2.72,2,3,0,309,100000,81179.43,3,18,2.66,8.75,5.57,0,0,1,1,0,False,False,True,False,False,False
CC009332,8.47,1,5,1,1293,500000,128344.55,2,10,306.89,8.8,1.27,0,0,1,1,0,False,False,False,False,False,True
CC009333,190.79,16,3,0,397,200000,135450.56,2,8,37.87,2.97,11.38,0,1,0,1,0,False,False,False,False,False,True
CC009334,16.46,10,6,1,151,200000,116042.85,1,12,78.15,2.55,0.98,0,1,1,1,0,False,False,False,True,False,False
CC009335,56.89,8,6,1,1776,200000,168434.3,3,12,18.07,4.71,5.19,1,0,0,1,0,True,False,False,False,False,False
CC009336,59.09,15,3,0,1070,100000,51601.23,3,9,35.91,11.65,2.23,0,0,1,1,0,True,False,False,False,False,False
CC009337,15.9,13,5,1,3633,200000,185010.2,0,12,4.17,4.03,28.29,0,0,1,1,0,False,False,False,True,False,False
CC009338,16.66,3,2,0,1699,100000,72923.39,2,12,0.74,0.07,3.49,0,1,0,0,0,False,False,False,False,False,True
CC009339,207.84,3,0,0,1187,50000,42940.04,3,16,179.91,9.25,1.01,0,0,1,1,0,True,False,False,False,False,False
CC009340,864.23,5,3,0,3027,500000,218884.3,2,13,37.21,15.43,2.72,1,0,1,1,0,False,False,False,False,False,True
CC009341,3.87,4,1,0,866,100000,68805.56,5,12,113.1,18.06,0.65,1,0,1,1,0,False,True,False,False,False,False
CC009342,3053.0,18,2,0,579,50000,19823.85,0,16,19.78,1.67,6.27,0,0,0,1,0,False,True,False,False,False,False
CC009343,10.95,11,2,0,2351,50000,23764.15,5,14,125.08,5.2,3.16,0,0,1,1,0,False,False,False,False,True,False
CC009344,87.61,10,3,0,1750,100000,48748.33,3,11,70.3,21.72,5.0,1,1,1,1,0,True,False,False,False,False,False
CC009345,227.06,11,1,0,1877,50000,41836.85,3,13,9.06,0.75,14.36,0,0,1,0,0,False,True,False,False,False,False
CC009346,107.94,22,5,1,854,200000,117586.0,4,13,73.82,10.93,3.45,1,1,1,1,0,False,True,False,False,False,False
CC009347,3.11,23,3,0,2123,200000,173705.69,4,9,2.62,42.22,5.6,1,0,1,1,0,False,False,False,False,False,True
CC009348,106.93,19,2,0,1276,100000,38957.74,0,4,20.3,15.24,4.9,0,0,1,1,0,False,True,False,False,False,False
CC009349,64.48,22,4,0,3319,50000,25252.38,1,5,3.09,1.49,0.62,0,0,1,1,0,False,False,False,False,False,True
CC009350,41.21,11,0,0,381,100000,85299.46,3,12,128.65,30.89,0.02,0,0,0,1,0,False,True,False,False,False,False
CC009351,8.18,20,5,1,1147,200000,121011.12,3,8,561.38,25.0,4.0,0,1,1,0,0,False,False,False,False,False,True
CC009352,0.56,11,4,0,812,200000,80084.74,2,14,85.02,13.19,0.5,0,0,1,1,0,False,False,False,False,True,False
CC009353,21.5,20,2,0,1046,200000,102930.65,2,8,300.37,0.1,8.38,0,0,0,1,0,False,False,False,False,False,True
CC009354,4.18,13,1,0,3575,200000,88990.46,1,13,5.0,5.59,4.75,1,0,1,0,0,False,False,False,True,False,False
CC009355,7030.29,7,2,0,1123,100000,31273.6,3,9,18.64,2.72,2.87,0,1,1,1,0,True,False,False,False,False,False
CC009356,26.22,17,6,1,1411,500000,184693.04,1,10,786.8,17.97,8.99,1,0,1,1,0,False,False,False,False,True,False
CC009357,10.03,11,5,1,993,200000,63180.55,2,11,12.56,5.57,0.93,0,0,0,1,0,False,False,False,True,False,False
CC009358,1179.58,16,6,1,1523,500000,210921.19,1,7,10.14,21.81,9.57,1,0,0,1,0,False,False,False,False,False,True
CC009359,38.88,17,6,1,1869,500000,454859.07,1,18,11.17,7.44,3.54,0,0,0,1,0,False,False,False,True,False,False
CC009360,58.02,12,5,1,3610,100000,79330.7,1,16,454.03,20.48,3.26,1,1,0,1,0,False,False,False,False,False,True
CC009361,172.29,15,4,0,1778,100000,89913.02,4,9,485.05,7.99,0.72,1,0,1,1,0,False,False,True,False,False,False
CC009362,24.46,22,2,0,2561,50000,25889.92,3,9,47.91,6.62,2.87,0,1,1,0,0,False,False,False,False,False,True
CC009363,15.99,17,2,0,3483,200000,139971.07,0,5,19.13,1.26,5.83,0,1,0,1,0,False,False,False,False,False,True
CC009364,17.57,23,4,0,3587,200000,156015.42,1,6,13.27,6.54,16.97,0,0,0,0,0,False,True,False,False,False,False
CC009365,16.7,4,6,1,574,200000,190422.46,4,11,4.27,8.1,1.98,0,1,1,1,0,False,False,False,False,False,True
CC009366,69.56,23,3,0,3265,500000,184387.75,5,13,71.51,0.15,8.55,0,0,1,1,0,False,True,False,False,False,False
CC009367,368.54,4,4,0,3003,100000,39573.69,3,6,122.63,16.06,2.82,1,0,1,1,0,False,False,False,False,True,False
CC009368,6.61,13,2,0,3219,100000,80989.98,3,11,63.34,0.51,3.73,0,0,0,1,0,False,False,False,False,True,False
CC009369,174.52,22,6,1,1624,200000,143340.4,1,7,271.98,5.56,7.4,1,0,0,1,0,False,False,False,False,True,False
CC009370,2442.83,17,0,0,2280,500000,482016.72,0,6,38.13,2.4,0.39,1,0,1,1,0,False,True,False,False,False,False
CC009371,3.04,2,1,0,418,50000,35931.3,2,9,184.05,1.4,5.81,0,0,1,1,0,False,False,False,True,False,False
CC009372,9.9,16,4,0,3289,100000,46925.34,0,5,2.04,13.21,0.12,0,0,1,1,0,False,False,True,False,False,False
CC009373,137.32,12,6,1,126,100000,95157.54,2,3,146.81,14.17,9.41,1,0,1,1,0,False,True,False,False,False,False
